,Unnamed: 0,strategy,label
1541,1541,"involve child in helping with daily activities; taking care of pets, etc. ",1
1258,1258,Put dishes away more often after a meal.,0
2442,2442,my 3 year old boy has developed a very large gland in his neck just below the ear and jaw,4
431,431,Enroll in more programs,0
215,215,Exercise programs - for young children to help them keep their senses in balance,0
895,895,Grandparents play with him and talk to him.,0
2532,2532,I think she can be a danger to her self sometimes,4
1102,1102,Cultivating relationships with teachers and director to cooperate in planning for his needs.,0
1744,1744,Having child move his dirty laundry from his hamper to the washer,2
2971,2971, to an educational psychologist ,4
1306,1306,"We have toys and activities that are for ""emergency"" use only. That means they only come out when he needs a distraction and it will be an item he only sees every so once in a while. It feels like a new toy/activity to him.",0
1073,1073,"[name] has obsessions with certain movies and characters and he constantly wants to watch YouTube toy reviews.He has a chart and is allowed to watch one in the morning, afternoon and evening. The chart has helped to narrow it down to three times a day",0
1307,1307,Organize activities for the community,0
815,815,Knowing what is going on. ,0
1266,1266,Watching other child/older sister,0
2044,2044,practicing sitting on the potty chair after a diaper change,3
108,108,correct as missteps occur,0
1046,1046,She does a better job washing hands and using the toilet when someone there is watching her. I feel she knows not washing hands or not wiping is wrong but it doesn't click unless someone is watching her maybe she is bored.,0
2104,2104,he never has done them because he is not good in social settings,4
1350,1350,Find something that he can bring for others to encourage social interaction.,0
894,894,"Offer a variety of sensory, creative, imaginative opportunities to participate in at home on a daily basis.",0
2089,2089,Strengthen lip muscles through mouth exercises to allow drinking easily with a cup.,3
170,170,Find different ways to get things done. ,0
1794,1794,reward behavior--eg. read a story when the task is complete,2
2067,2067,We teach them and speak to them lovingly.,3
943,943,We avoid highly crowded places during his time of the day when he normally is most stressed. He has a hard time with lots of noise and visual inputs so keeping those to only the minimum and at his well rested times is best.,0
277,277,take familiar items,0
1913,1913,"My child loves to ""help"" her big brother.  A preferred activity is preparing his toothbrush for him. If I set her up my child will put water and toothpaste on each brush.",2
348,348,"Cooler weather and AC!!  We live in Texas it is hot and he has heat intolerance.  It puts lots of limits on things, but we do have a cooling vest. ",0
766,766,Having other kids to participate in the same activities and making a child follow them. Making it interesting,0
2872,2872,This narrative seems strikingly similar,4
657,657,near our home/city,0
634,634,Schedule work off to attend events,0
317,317,"We are hoping that some additional occupational therapy will help him self-soothe when he's feeling anxiety, and this will help him remain calm and enjoy his time out with lots of people.",0
2025,2025,using hand over hand techniques to let him take his turn while playing with other kids,3
1669,1669,Try to involve our kids in all aspects of our daily lives,1
249,249,"In the past, bedtime was a struggle.  We kept a consistent bedtime, he'd sleep for a few hours, but hen he would wake up and be UP for another 1-3 hours.  The next night's sleep for all of us in the house would depend on how the previous night went.  It was exhausting!  This past Spring, we learned that our son needed more physical activity in the morning and compressions at night.  When we do this for him, he sleeps through the night and when we don't, he's up.  We have since switched his afternoon PT appt. to mornings because he was waking up every Tuesday night saying his legs hurt.  True, he was getting a workout and he was building muscle tone, but the effects were more of an awakening of the body and would last for hours.  Since the change to morning PT, we haven't had any issues.  Our son also sleeps with a weighted blanket upon recommendation from our OT and that is also helping.",0
2831,2831,most babies don't sleep on their stomachs ,4
1080,1080,Give him very specific tasks and check his progress.,0
584,584,"Giving her the opportunity to try things first, such as take her shirt or shirt off, even if she doesn't quite get it yet. ",0
448,448,Use of fm system so can hear from further distances,0
2344,2344,Hes very shy unless around me my mum or certain people. ,4
1442,1442,I would like to see him interacting more with materials and with people. I put new materials in his reach and encourage him to explore. I also try to encourage him to interact with others in the group by having him wave or touch others.,1
2220,2220,"Supplies- adapted toys, crafts",4
1839,1839,"Make it fun for him, meals he enjoys",2
1099,1099,I will take him in the birth day of my friend.,0
1231,1231,Dressing her up fancy and making the event seem extra special,0
1805,1805,"Food incentives work to keep him in his seat, but his interest goes away once the food is gone.",2
160,160,Proper equipment,0
1818,1818,Keep it interesting and fun - we have sensory tables etc. and try to engage in new activities at home often,2
49,49,Unloading the groceries we sing songs and he unloads all his favorite foods!,0
2083,2083,Working on maintaining acknowledgement of visitors with waving or verbal sounds,3
1938,1938,Getting puzzles of characters she likes ,2
2355,2355,He knows right from wrong and just says he cannot not stop himself.,4
1188,1188,Brushing teeth and combing hair in front of a mirror.,0
2614,2614, then you are bascicly told to get on with it .,4
395,395,less distractions- don't let him get sidetracked instead of being focused,0
929,929,Setting up an activity for the children to do together (run races).,0
2959,2959,he did not get oxygen to his brain. ,4
2553,2553, She is missing so many lessons ,4
1779,1779,Finding something that he likes.,2
1162,1162,schedule fun time not just chores,0
361,361,"Limit distraction, use of solid tones when presenting an objects to help the visual contract",0
1236,1236,Play with her/encourage her,0
511,511,Having another child with us.,0
938,938,"Our son has his own room with some of his favourite toys, books, etc that he can play with. ",0
94,94,We get an update every day what happened at school. This helps us to ask him questions about his day since he can't communicate with us otherwise.,0
1607,1607,Verbal praise.,1
2792,2792,It is such a shame our children have to go through this,4
1604,1604,Learn to involve himself in washing/wiping his hands/face.  But that'll come as he grows.,1
1610,1610,Try new things daily,1
2484,2484,"Last week, we all went down with colds/sore throats",4
2150,2150,KNow what goes in compost and what is trash...so Oregon!,4
1828,1828,consequences - if he does not behave then he will not get to run his errand to the ice cream store,2
255,255,Sensory breaks,0
193,193,Control the amount of TV or tablet time to make time for these other activities.,0
1785,1785,"We offer incentives, preferred activities, and we involve him in as much as possible.",2
407,407,I would like my child to remain engaged in an activity for a longer period of time. I find I am more successful at this when I have her older brother play with her.,0
353,353,"parental support, being beside him.",0
1647,1647,Include her in meals and social gatherings even though she does not eat like rest of family,1
505,505,Try to hold the same routine.,0
1910,1910,would like to see my child take more intiative to clean up things- ?consider a chart or reward system,2
2203,2203,[patient] does not participate in daycare/preschool program at this time,4
2913,2913,Shortly after this ,4
2671,2671,"when he was 2, ",4
682,682,We will try to make a schedule if we have an idea of what the party or visit is going to entail. [name] likes seeing each step when it's done and he can move on to the next step.,0
2607,2607,"the babies who bottom shuffle are they weak, ",4
2034,2034,Understand how to do more on a tablet,3
2704,2704, after having an ear infection.,4
301,301,Her teachers and the director are fabulous and are going to her OT appt with us so they can help her and others.,0
826,826,Dedicated specific time to work together,0
3092,3092,from being a tortured child with extreme irrational behaviour ,4
3013,3013,Have you gotten a karotype. ,4
681,681,Pairing him up with his friend,0
53,53,Cooperative activity (i.e. we do it together),0
54,54,Go as a family.,0
2540,2540,but for your daughter as well.,4
290,290,We try to find activities that is a right fit for our son.,0
149,149,We try and facilitate playing with other children  - by helping the other kids understand what he is saying and creating activities he can participate in,0
967,967,Warn people who don't know my daughter of her needs and what to expect. Encourage them not to act any different and to still speak to her and try to engage her,0
1720,1720,Giving her choices,2
294,294,talking about the social situation before and discussing rules before the activity begins.,0
2345,2345,"like I don't like Mummy, ",4
2181,2181,He loves anything that involves music and loves to look at books with vibrant colors and real pictures.,4
1047,1047,Experienced/skilled daycare provider,0
2326,2326,It sounds as if she is trying to appease her father...,4
934,934,Good places for naptime,0
1187,1187,take him to familiar places,0
2010,2010,"Personal care: [name] has been working on getting dressed on his own, but continues to struggle with this. I try to give him the opportunity to do it on his own as much as possible.",3
140,140,"Bedtime routine goes very well when my five year old and 9 month old take a bath with lavender wash, read books together, brush teeth, pray and turn on soothing music.",0
1403,1403,"We let him hod the book when reading to him, let him try to turn the pages",1
3028,3028, This does happen with kids. ,4
867,867,Display his art,0
779,779,Engaging in interactive play with her. ,0
1866,1866,motivation - if he behaves while running errands he can get a treat,2
1067,1067,"One strategy we have is to ignore [name] when in the throes of a tantrum. As long as he isn't hurting anyone or himself we just let him go until he's done. Sometimes we need a bean bag for him to sit on (again, he likes deep pressure and compression) or he can look at a ""calm down jar"" which is sort of like a snow globe.",0
2714,2714,he morphs into a different child. ,4
2988,2988,and should be able to identify ,4
3064,3064,I was wondering ,4
61,61,Setting a time amount and showing him where we are going and for about how long.,0
2718,2718,she will lay on floor dirt. and cry she dont want to walk. with us an hold hands ,4
751,751,Nanny to arrange for more play dates.,0
2561,2561,did nothing but scream for the first 12 hours of her life.,4
2946,2946,have you changed detergent or soap/wash recently?,4
2819,2819,I don't like this and that of all from mother's side. ,4
2820,2820,#NAME?,4
536,536,show him other children doing it,0
454,454,Use of sensory equipment like compression vest,0
1692,1692,Encourage [name] not to get upset when routines change or he does not get what he wants,1
2319,2319,Not sure how to answer this one. Her brother watches TV before school and she might be there but shows no real interest.,4
2914,2914,I didn't think anything of it ,4
1105,1105,Find more kid friendly activities,0
400,400,outdoor play,0
2180,2180,"Due to COVID, my son only leaves the house for outdoor activities away from others, and doctor appointments.  He's in psychotherapy to help deal with the trauma he experienced during previous hospitalizations, since it makes new doctor appointments very difficult for him.",4
3,3, working together,0
836,836,Attend group activities for same age children.,0
2337,2337,a friend of mine ,4
2438,2438,I have had a split lip and we have had numerous brusies etc.  ,4
1726,1726,"When playing board games, he likes to control the game.  We have to remind him about the rules and that we re playing by the rules or we don't play.  He can get frustrated at times.  He doesn't pout for too long as he wants to play.  ",2
2578,2578, A lot of people mistake my son for a 2 year old,4
816,816,Opportunities for interaction with peers (ie: when her preschool sets up a dollhouse for all the kids to play),0
656,656,Keep routines consistent,0
2226,2226,She has been wanting to throw away diapers after diaper change,4
2065,2065,"Helped him put toys away, show his little brother where toys go",3
516,516,Buying an electric toothbrush,0
2123,2123,"Physical therapy, feeding therapy, and occupational therapy, as my child cannot yet participate in these routines due to his undiagnosed disease.",4
2357,2357,I agree with you ladies. ,4
2830,2830,"His body is fighting off some infection, ",4
1209,1209,Take [name] to playground more often,0
2727,2727,and is very quiet with people ,4
2168,2168,She was to start daycare the day she was admitted to the hospital,4
2941,2941,he knows and has already asked me. ,4
2527,2527, she might be reacting this way ,4
1577,1577,"be more self sufficient in cutting up food, pouring his own drink, etc.",1
1293,1293,We try to eat meals together to model table behavior.,0
235,235,Having all schedule for household activities,0
2439,2439,It breaks my heart and makes me so frustrated inside,4
1376,1376,turn off or put away distractions,0
1819,1819,"For actions that I do not wish to encourage I try to model what I would like to see and verbally redirect.  Please use your words instead of your hands, etc.",2
1460,1460,Encourage trying new/different things,1
2058,2058,helping her complete the task,3
398,398,Try and keep him occupied so he doesnt want to run around.,0
2877,2877,whose school life in particular is getting worse. ,4
563,563,Making sure events are wheelchair accesible for her to have more opportunity,0
3085,3085,are at a loss of how to proceed.,4
685,685,Having good information about what is happening,0
2884,2884,"she has been prone to tantrums, bad ones. ",4
1327,1327,A variety of community activities.,0
688,688,read stories about these activities,0
2256,2256,He is still very young and these are things we will want him to do and introduce as they become age appropriate.,4
963,963,Encourage nanny to spend at least 3 hours a day playing.,0
2283,2283, his interest in the activity,4
1699,1699,Taking a bath: [name] does not like his hair washed or touched. We have started to let him try to dump water on his head himself to wash hair and this seems to make it a little more bearable,1
923,923,Helpful to engage him planfully by talking through upcoming appointment and reassuring that parent will be there with him the entire time. ,0
1437,1437,"We are more successful with cleaning up if I show my child one or two items to pick up rather than giving a generalized command. Today I asked her to pick up the dominoes and showed them to her, she did pick up a few.",1
1065,1065,More accommodations to special needs of Down syndrome. ,0
2022,2022,an adult to assist all children to help my daughter understand what needs to be done in order to fulfill the desired outcome,3
2211,2211,Weather. Climate where we are is so very hot most of the year that when an activity and weather align we jump right on it.,4
1144,1144,Follow advice from therapists.,0
2933,2933,My daughter is 4 years old ,4
241,241,We avoid busy crowded events that would be too much for our son.,0
1028,1028,playing with him,0
248,248,Proper training for staff,0
1137,1137,Try to keep any connotation away from it,0
2039,2039,Repetitive use of the same 6 iPad games,3
289,289,OT/PT once a week as well as daily at home working on the activities,0
1211,1211,Put in calendar so we all remember when events are,0
2696,2696,to determine the cause or condition.,4
644,644,"We try to keep kid friendly doctors, dentists etc.  ",0
340,340,"Getting clean - we gie her a clothe to wash her body in tub and after meals, although she has difficulty with movement due to cerebral palsy",0
856,856,Making sure temperature of air and equipment is acceptable to her,0
1772,1772,He likes it a lot when he has someone to play with,2
2410,2410, who may label and drug her .,4
1766,1766,Get him to watch different shows,2
2999,2999,when a person is presented with an aspect of life ,4
1798,1798,"It takes a lot of effort to use his arms/hands. However, for toy ""clean up"" I have him roll or push toys back to their spot",2
2901,2901,It's both ways - more is probably needed at school and at home.,4
2900,2900,my 13 year old has noticed a dent (as he calls it) in his chest,4
2081,2081,Help aith activities,3
532,532,Having written notice from my doctors that she can return to school even when school policy says no,0
2524,2524,it was a nitemare .,4
1238,1238,Fewer hours in therapy,0
1167,1167,get on the floor and play at his level,0
449,449,Only inviting one friend over at a time,0
1398,1398,Positive Reinforcement for helping with cleaning ,1
618,618,Incorporate strategies recommended by therapy team (OT/PT/SLP),0
2324,2324,He has had a CBC and everything on that looked completely normal by all of the specialists,4
2373,2373,He is doing amazingly well and now we understand him better  ,4
1281,1281,Getting to know and having a relationship with caregivers,0
3006,3006,His 6 year old brother has no problem with the toilet at all.,4
2354,2354,I also have one who showers but is so engrossed with the 'feel' of the water,4
1919,1919,Rewards for participation ,2
29,29,By asking if she has to use the spotty.,0
50,50,Hire a house cleaner to allow for a safer/cleaner environment for child to explore throughout house,0
303,303,"Not being there allows her to focus more on the group and the activities. If I (or my spouse) is present, she is constantly checking back with us, or only interacting with us.",0
2152,2152,"[name] spends time with friends at daycare, but rarely has kids over or to play with in the neighbourhood. I haven't used strategies at home yet. ",4
3057,3057,I hope this helps to clear some of the uncertainty. ,4
629,629,Keep calm when asking for help ,0
1179,1179,We keep the community events to ones that have a constant change and give us freedom to move around.,0
2448,2448,I expected him to be better in a least a week,4
1869,1869,I alternate preferred activities like hide and seek with non- preferred activities like puzzles.,2
1920,1920,Reward sticker charts,2
1210,1210,Keeping consistent with times and having her sister join the routine,0
872,872,Know my area and schedule to do activities when not working,0
2062,2062,we are working on playing with other children - but he prefers adults because they take more time to understand his speech,3
598,598,"At gym class it can be as interactive or not as she feels like during open play.  She could easily go play where no other kids are or she could play in the thick of it and interact with other kids.  It's good practice for us to use our words with others (still a work in progress), wait in line and take turns, transition between activities so there is a lot of modeling, redirecting and praising good behavior.",0
1082,1082,Integration facilitator,0
2376,2376,"My son, 2 yrs 5 mths ",4
1143,1143,"Bring her to physiotherapy and occupational therap once a week to improve her hand-eye coordination and muscle control by doing puzzles, block and other toys with buttons to press",0
2957,2957,"If you are desperate like I was, it may be worth a try. ",4
271,271,"Use of her walker, AFOs and standing frame to help her have mobility required to participate.",0
2368,2368,and starts self-diagnosing,4
2952,2952,he too does not appear to have the same level of energy,4
2926,2926,he will follow them. ,4
1320,1320,Making new friends (the nanny does this),0
1643,1643,Praise him,1
2371,2371,it would sometimes take hours for him to stop. ,4
2182,2182, follow through ,4
385,385,explain importance,0
776,776,We have music lessons once a week and our son really likes it.  He has a great teacher who keeps his attention and gets him to participate.,0
1931,1931,"My son loves music so anytime I want him to play more or develop interest in a task, I will set it to music. ",2
689,689,Being in activity with friend helped him engage more.,0
365,365,I try to get him to eat better by singing and talking a lot while feeding him.,0
211,211,Reinforce activities and therapies from services and sources given outside the home.,0
2485,2485,"to accept if your child has a problem, ",4
1596,1596,"I also give verbal instructions and try to praise her actions that I would like to encourage.  Thank you for sharing the slide, I'm proud you waited your turn I know that takes patience, etc.",1
2637,2637,it's actually getting worse,4
2230,2230,He will learn to do them by himself once he spends less time at the hospital and he is better health-wise,4
1338,1338,affordability,0
1473,1473,let her choose the activites she participated in,1
2143,2143,We haven't done too many community events just for the fact its so many people and crowded.  Its just too much stimulation for our son.,4
2575,2575,have grown out of some of the OCD things. ,4
1950,1950,Always trying to teach him more with every activity,3
2301,2301,She requires more of my time than my other 2 in actives so making sure the other siblings get time as well,4
466,466,Have new Nanny make new friends,0
518,518,"Allow plenty of time, no stress due to rushing",0
586,586,We got her a chair with arms for dinner time and have a weighted stuffed animal for her lap.,0
780,780,Follow through with therapy suggestions,0
1493,1493,Involve the child in meal preparation.,1
1747,1747,We use preferred foods as incentive to remain in the seat.,2
941,941,Do activities with him,0
2331,2331,My daughter is now 5 next week ,4
1924,1924,"Singing, being silly or making a game of it",2
525,525,adequate advertisement of activities,0
482,482,"For laundry, we keep a dirty clothes basket in the kids's bathroom. He knows to put his dirty clothes in the (white) basket and does this task without too many prompts from us.  When he has clean laundry, he will take stacks of underpants and socks and put them away on his own in the appropriate cubby.  Sometimes he comes and finds me and takes them on his own or will take the stack from off of the sofa table and put them away.  He isn't hanging up clothes just yet in his closet.  I do have him choose an outfit on most days.  I want him to be a part of that and sometimes he likes to wear long-sleeved shirts even if it's not weather appropriate (we live in the desert).  It's a sensory thing.",0
2277,2277,Rewards for partic ,4
324,324,talk about what to expect with activity and schedule,0
2608,2608,had the same situation ,4
1721,1721,Have child interact in small groups with familiar children,2
458,458,Don't discourage sitters choices,0
1929,1929, Clear expectations,2
990,990,Have structure and routine. ,0
2477,2477,the child could not even speak her brains MRI showed everything was normal,4
1015,1015,Have guests play with or read to him. Have him attempt vocalizations with the guest,0
2387,2387,"but as others have mentioned, ",4
1746,1746,During meals provide a varied of favorite foods with addition of new foods,2
321,321,family friendly events,0
793,793,more communication with teacher/special ed staff,0
608,608,Touching/smelling food,0
1955,1955,Working on better hand co-ordination,3
130,130,"Using different utensils/tools/clothing that make it easier for her - bigger spoons, shirts without zippers/buttons, etc",0
1277,1277,When we run errands we try to keep it to just our son going instead of his younger sister. This allows us to give him full focus.,0
1147,1147,"My nieces and nephew will try to interact with him by reading him stories, listening to what he's saying using his AAC device.  His female cousin is 1 year old w/ arthrogryposis, so my son will sometimes push toys to her, and babbles a bit more because of her example.",0
575,575,"Choosing items to eat, helping to prepare or get food out of pantry fridge",0
411,411,Having time to do these activities,0
580,580,"We all try to use a calm voice and ""use our words"".",0
55,55,Staying with her to show her how to interact and play.  ,0
1510,1510,Good support from school staff,1
2615,2615,"Aside from colds, she has not been sick for 6 years now. ",4
1865,1865,Having a race against the clock- making it a game,2
452,452,Wish our children's health didn't require so many doctor appointments. Try to schedule them when he isn't too tired.,0
737,737,Look in his eyes and touch his shoulder or hand when I am talking to him.  It seems to help him focus on what I am saying.,0
858,858,Role model/hand over hand during difficult activities,0
258,258,"Once something doesn't work, try a new strategy",0
336,336,Getting her signed up for waivers because I can not afford the Therapy's she needs,0
2145,2145,Child is not yet attendind day care or preschool.,4
428,428,redirecting to maintain focus,0
1107,1107,Acquire games and ideas to use with kids,0
331,331,Utilizing smaller groups is helpful. ,0
8,8, coaches/ teachers/ leaders  have an understanding of disability,0
2812,2812,Best of luck.,4
526,526,Explaining things over and over trying to kep him calm.,0
2742,2742,So far his meds have not helped,4
977,977,Invite more sympathetic families/friends over who will engage with my son with autism,0
85,85,Having other children who understand his condition in the group.,0
528,528,Set a bedtime routine,0
2144,2144,Dedicated staff,4
2360,2360,the non-speaking and toiletting issues ,4
2250,2250,Anticipatory info re: days attending school,4
2883,2883,My almost 8yr old started having beeast buds now. ,4
2794,2794,went to Exeter hospital (I think) and a new one took over. ,4
1305,1305,We go to the library to take out cd's and also audio books with pictures.,0
2492,2492,in behavioral therapy ,4
748,748,Supportive teachers. Allow parents to volunteer in classroom,0
548,548,Spend time with him.,0
150,150,Picture chart was used before,0
1234,1234,"Monitor my child's comfort r/t noise, remove to a quieter area when needed then return to activity as tolerated.",0
2018,2018,Development (fine + gross motor),3
3033,3033,The school haven't been much help ,4
40,40,read books together,0
444,444,cheer from sidelines,0
1588,1588,Getting him involved,1
572,572,Keeping in contact with the teachers to let them know what she is working on and what to reinforce.,0
1595,1595,"To help decorate, so she feels more included. ",1
2633,2633,he was put on 81 mg of concerta. ,4
2248,2248,"To recognize that it is time for bed and to go to his room smoothly. Also, that he could self-initiate. ",4
373,373,Make sure he has hearing aids in,0
2852,2852, turns into him hitting me or his sisters,4
2047,2047,Give him some assistance at completing the task,3
12,12,Have more reasonably priced activities for kids.  I just paid $75 for a 90 minute class today.,0
2896,2896,to no avail please HELP,4
1771,1771,[name] has a hard time with transitions at doctor appointments and sometimes it takes a lot of reinforcement to help him through it,2
581,581,"[name] is included in her siblings activities ( Boy Scouts, dance, playdates, playing at the park)",0
308,308,Find low cost activities that are affordable,0
2535,2535,remained on the floor. ,4
3066,3066,He is very active physically like running. walking and claiming on table chairs.,4
1830,1830,Make it a game,2
621,621,"Since [name] can suffer from sensory overload very easily, we will put his compression vest on him in a crowded, high paced environment. We also will stay off to the side until [name] feels comfortable joining the crowd.",0
334,334,My husband built her a number of therapy swings and we have a trampoline for her.,0
469,469,Play with her and her friends and show them how to do pretend play scenes,0
2837,2837,"Heartbreaking! Hopefully she is not autistic,",4
1608,1608,Development--> freedom to explore + play with some structure + routine,1
265,265,"County provided facilitator (integration) to support socialization & imaginative play, and inclusion from other kids.",0
1697,1697,We talk about how things affect our feelings and what our body is telling us. Working on potty trg,1
551,551,We read books to our son from the get go and have made sure that we carry many children books at home so the interests can continue and grow.,0
2570,2570,one for the sternum & one for the ribs ,4
24,24,Engage him,0
2683,2683, im sure he should be doing more!!,4
1030,1030,Provide a clean environment ,0
507,507,"We set the tone for a loving, kind, encouraging atmosphere.",0
2934,2934,does fidget a lot. ,4
1317,1317,"Our Mommy and Me class is limited to just once a week, and can not afford to pay for another day a week... but would like to plan to attend story time in the library more often. ",0
1443,1443,Encourage [name] to do more things on his own,1
1829,1829,"Getting her interested in the activity, able to pay attention to it",2
692,692,Including Others,0
1132,1132,Bringing stuff form home.,0
979,979,Sensory games and playing,0
2036,2036,Hand over hand participation,3
729,729,bring familiar things,0
1241,1241,"Family involvement, modelling she sees eeryone doing it and wants to join",0
1487,1487,during bath time i try to get her to wash her own hair/rinse it.,1
2990,2990, then she will scream and kick ,4
1598,1598,Praising her when she does things.,1
46,46,More opportunities,0
1199,1199,"I model behavior for my daughter that I want to encourage.  Taking turns, saying hello, thank you, using hand sanitizer, etc.  She can be shy and slow to warm up in unfamiliar group situations so showing her that I'm having fun doing an activity seems to make her feel more comfortable to give it a try herself.",0
176,176,Attend events organized by daycare,0
2773,2773, but it doesn't hurt to ask for testing.,4
2630,2630,other than loss of appetite).... ,4
2948,2948,however it was never diagnosed in this child ,4
3022,3022,"Just my thoughts, ",4
346,346,Aide in the classroom,0
902,902,less distractions- limit other options so he will follow directions,0
1652,1652,I have to promise to brush her hair slowly in order for her to allow me to do it.,1
1244,1244,Encourage his siblings to listen and be aware of him.,0
31,31,Continue with routines.,0
2169,2169,She needs to stay in school for recess or playtime,4
2748,2748,.I so love your attitude.an all ,4
74,74,Having the money to support this kind of engagement.,0
1401,1401,Getting [name] involved in preparing the food,1
1010,1010,Because I volunteer for disability service providers many of my daughters services that are available to those with disabilities are free for her so this is helpful,0
306,306,Tell him how to play ths game,0
939,939,Play time (learning) with peers,0
2722,2722,But he doesn't speak he babbles. ,4
860,860,Modelling and demonstration,0
1250,1250,keep trips short and focused,0
961,961,Provide opportunities to help with household chorse based on her physical skill snad limitations due to her cerebral palsy,0
1387,1387,ask for other parent/ friends to help,0
1314,1314,"Introduce new toys/activities, specific for her age",0
1282,1282,Prepare him in advance for what to expect.,0
1208,1208,enroll her ,0
1978,1978,offering help when getting dressed,3
862,862,Changing stations in bathrooms,0
2548,2548,He has started saying bad words,4
1740,1740,"Use external motivation (e.g. crackers, hot wheels) to encourage increased gross motor skills",2
1501,1501,Providing reassurance and a variety of entertainment. Making child feel safe during dr visits,1
639,639,I will take her to Cheyenne as weather permits for gymnastics,0
2655,2655,about the problems we have with her at home ,4
1172,1172,Patted flooring in living room area where bulk of child's toys are,0
832,832,"While not our preference, some tv time is necessary for parental  sanity.",0
631,631,Morning routine/ consistency before daycare,0
925,925,We have a child safe home with clear boundaries. It allows our son who is extremely anxious when others come over to feel more confident in his home.,0
640,640,Speak to him at his level,0
958,958,Read together. ,0
2538,2538, She'll know you love her ,4
808,808,timing around naps and bedtime,0
2305,2305,"Things that is done at home are acticities that make the child learn more shapes, alphabets, colours & numbers.",4
91,91,Explain the step to him so he can do it himself,0
252,252,Opportunities to learn new things,0
2329,2329,is a sign of chorea (pronounced like Korea). ,4
2380,2380,and it took a long time to get it to stop ,4
2358,2358,Unfortunetly we don't know of any one else with this condition,4
848,848,Demonsrate how we like things done,0
2703,2703,is exactly the same in nursery as at home ,4
1014,1014,Have a chore chart,0
2735,2735,"hi,thanks for ur response.",4
1715,1715,Talk to him about acceptable behavior and participation beforehand.,2
2582,2582,by all medical professionals as a means of treatment. ,4
440,440,Model,0
2822,2822,"He can be aggressive and lashes out if something doesn't go his way,",4
1418,1418,"Making a child feel safe and welcome, a part of the community. ",1
3045,3045,"the fidgeting and other things you mentioned are also symptoms . 

",4
1627,1627,Trying new things ,1
2475,2475,He understands very well. ,4
2602,2602,"computer games, wii games etc.. and tiredness ",4
669,669,"Providing alternate entertainment. He does not eat solid food, so going out to eat is just an exercise in keeping him entertained enough to stay sitting at the table while we eat out food.",0
257,257,Engaging him one on one is helpful.,0
2020,2020,"Helping her when she needs it, but expecting that she does do it if she's shon in the past that she can",3
2015,2015,"Still working on purposeful motor control, through play, mimicing and muscle memory",3
663,663,Bring her to places to cut hair that work on kids and even have special days for special needs kids that need less noise and accommodations ,0
2927,2927,the symptomology of your childs symptoms? ,4
2993,2993, checklist of so called symptoms are just typical ways all kids behave especially boys. ,4
1383,1383,Prepare him for certain events like a hair cut or appointment,0
238,238,We just don't go out to eat anymore. It is too difficult to do as a family. I know he would do alright if it was the one on one time with a parents instead of the family.,0
1508,1508,Having him help make dinner,1
284,284,Playgrounds like inspiration park that allow her to use her walker,0
1228,1228,"Bringing the iPad, so she isn't restless when waiting for food or appts",0
1447,1447,Encouraging through social interaction,1
713,713,"Schedules, social stories, vest, etc.",0
2330,2330,So the real quesion is what is your daughter presented with ,4
2917,2917,they don't develop upper-body strength. ,4
1124,1124,When she is with me on Fridays we will go to the parent/tot at the Waldorph school,0
2612,2612,due to noise,4
2803,2803,contain amphetamines  yet drug companies promote them as safe ,4
1367,1367,Going to the park at least once a week to encourage socialization with unfamiliar people,0
2788,2788,its almost as if hes the youngest child ,4
2995,2995,"All of this wouldnt worry me had it not been for all the moaning, and the reduced weight-gain.",4
1454,1454,"Help identify foods as we shop, such as pointing out the bananas ",1
1440,1440,Praising her when she does well. ,1
2739,2739,"and is academically OK, ",4
788,788,Make a clear routine,0
1795,1795,Choosing activities geared to interests,2
2262,2262,Father kept saying that he has no desire for change but knows that as he gets older he will do more.,4
1793,1793,Screen time is a consequence for poor choices,2
2888,2888,But he's all she's ever known as a father.,4
1182,1182,Show him as he gets older,0
2800,2800,(the latter of which is restricted to infrequent use).,4
2939,2939,"He is a ""typical"" child development wise,",4
2245,2245,*name*'s hand coordination is very limited - he can't pick up fine small objects,4
1245,1245,"Hiving a child to participate in group activities, family gathering. Trying to create those as often as possible",0
2213,2213,I do not have any strategies for this.,4
2412,2412,It sounds to me ,4
475,475,The space for her walker and equipment,0
1671,1671,letting her explore to find out what she can and can not do on her own,1
2199,2199,Not do chores.,4
1239,1239,Reduce the numbers of TV shows allowed to watch per day.,0
971,971,Play the games or music with her,0
2038,2038,Hand-over-hand.,3
2092,2092,Meal times go well except that the baby doesn't know when to stop eating. We have been trying to teach him signs to help him recognize when  to stop.,3
147,147,Plans need to be avoided and when traveling a pack and play is still needed for quality of sleep. He is unable to rest otherwise even though he sleeps in a normal bed at home.,0
778,778,She will participate more with washing her hands if the soap is scented.,0
813,813,"Bringing food for parties that is similar to what the other kids are eating, but still fits within her dietary restrictions",0
2598,2598," be sure that your child is developing normally, ",4
86,86,Limiting the amount of walking required,0
268,268,One on one direction from an adult,0
2679,2679,like the way she says goodnight to me. ,4
711,711, have patience,0
2826,2826,my daughter is 7 years 10months ,4
2048,2048,Getting one on one instruction in organized physical activity also getting a teacher who knows about autism and her needs,3
2035,2035,Learn to feed herself with spoon,3
487,487,hod a close bond with her,0
404,404,Less reliance on technology + more free play,0
2878,2878,To rule out any chromosome disorder.,4
954,954,"Physical activities - trampoline, swings, playground.",0
