,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Dataset,ID,strategy,broad activity ,setting ,label,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
1002,1002,1243,1800,1800,2124,SNF Supp.,171,We have flexible work schedules which allow us to be home with the kids some times - rather than have them in daycare all of the time,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1003,1003,2218,2775,2775,3099,SNF Supp.,684,"Providing support, but also being firm in the things that he must do on his own. ",home,home,1.0,,,,,,,,,,,,,,,,,,,,
1004,1004,2229,2786,2786,3110,SNF Supp.,684,Understands when I tell him to pick up his toys from the living room because I am going to sweep the floor. ,chore,home,3.0,,,,,,,,,,,,,,,,,,,,
1005,1005,2209,2766,2766,3090,SNF Supp.,684,"Enjoys putting the laundry into the washer, especially being able to toss in the soap. Thinks of this activity as a game. ",chore,home,2.0,,,,,,,,,,,,,,,,,,,,
1006,1006,2207,2764,2764,3088,SNF Supp.,684,Divide and explain the responsibility of helping each other out in daily household chores. ,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1007,1007,2212,2769,2769,3093,SNF Supp.,684,Is able to actively participate in many of the activities that we do which helps gauge his interest. ,neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
1008,1008,2227,2784,2784,3108,SNF Supp.,684,"Understands that in order to interact with his peers he must ""be nice."" ",classes and groups,community,3.0,,,,,,,,,,,,,,,,,,,,
1009,1009,2213,2770,2770,3094,SNF Supp.,684,Likes to read. Knows many of the books that we read on a daily basis. Will take turns reading the same books. ,play,home,1.0,,,,,,,,,,,,,,,,,,,,
1010,1010,2206,2763,2763,3087,SNF Supp.,684,Climbs up on the counter to brush his teeth. Realizes this a a normal everday routine before school. ,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1011,1011,2208,2765,2765,3089,SNF Supp.,684,Enjoys going out on neighborhood outings. ,outing ,community,4.0,,,,,,,,,,,,,,,,,,,,
1012,1012,2211,2768,2768,3092,SNF Supp.,684,Interaction with peers. ,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1013,1013,2228,2785,2785,3109,SNF Supp.,684,Understands to a great extent what I am telling him to do. ,basic care routine,home,3.0,,,,,,,,,,,,,,,,,,,,
1014,1014,2225,2782,2782,3106,SNF Supp.,684,Understands that he is a big boy now and that going to school for a couple of hours a week will help him in being able to play with other children. ,educational activity,daycare/preschool,3.0,,,,,,,,,,,,,,,,,,,,
1015,1015,2216,2773,2773,3097,SNF Supp.,684,Organized settings. ,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
1016,1016,2224,2781,2781,3105,SNF Supp.,684,"The teachers and staff make the children feel welcome, a great reason why the kids like going to school. ",educational activity,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1017,1017,2217,2774,2774,3098,SNF Supp.,684,Processes what he sees on television (i.e. such as a cartoon character being eaten by a shark). ,play,home,4.0,,,,,,,,,,,,,,,,,,,,
1018,1018,2220,2777,2777,3101,SNF Supp.,684,Realizes when he has to get ready because we are going somewhere. Will generally follow through on completing the task at hand. ,basic care routine,home,4.0,,,,,,,,,,,,,,,,,,,,
1019,1019,2221,2778,2778,3102,SNF Supp.,684,Takes him away from the daily routine of being home aside from going to preschool. ,neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
1020,1020,2215,2772,2772,3096,SNF Supp.,684,Loves to use his imagination and play with his toys and cars ,play,home,4.0,,,,,,,,,,,,,,,,,,,,
1021,1021,2214,2771,2771,3095,SNF Supp.,684,Listens and follows orders most of the time. ,basic care routine,home,4.0,,,,,,,,,,,,,,,,,,,,
1022,1022,2222,2779,2779,3103,SNF Supp.,684,The activities he learns at preschool and at home that are applied at preschool. ,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1023,1023,2223,2780,2780,3104,SNF Supp.,684,The structure and the consistency of going to preschool. ,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1024,1024,2226,2783,2783,3107,SNF Supp.,684,Understands that he should not hit other children. ,educational activity,daycare/preschool,3.0,,,,,,,,,,,,,,,,,,,,
1025,1025,2210,2767,2767,3091,SNF Supp.,684,Goes to preschool currently so he knows what it is like to interact with his peers. ,group,community,4.0,,,,,,,,,,,,,,,,,,,,
1026,1026,2219,2776,2776,3100,SNF Supp.,684,Read together. ,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1027,1027,2086,2643,2643,2967,SNF Supp.,582,"My child has difficulty attending to games/programs on a small screen. When we watch her favorite PBS show on our tablet she loses focus after 8-10 minutes, on a moderate sized tv she will attend for 10-15 minutes, and on a large screen for 30 minutes.  We try to use all three, but use the largest screen when we want to encourage her to attend for longer.",play,home,4.0,,,,,,,,,,,,,,,,,,,,
1028,1028,2088,2645,2645,2969,SNF Supp.,582,"My child loves to ""help"" her big brother.  A preferred activity is preparing his toothbrush for him. If I set her up my child will put water and toothpaste on each brush.",chore,home,2.0,,,,,,,,,,,,,,,,,,,,
1029,1029,2081,2638,2638,2962,SNF Supp.,582,Increase the number of opportunities my child has to participate to help her be more familiar and comfortable with this type of activity,educational activity,daycare/preschool,1.0,,,,,,,,,,,,,,,,,,,,
1030,1030,2082,2639,2639,2963,SNF Supp.,582,Keep a comfort item nearby,home,home,1.0,,,,,,,,,,,,,,,,,,,,
1031,1031,2067,2624,2624,2948,SNF Supp.,582,Encourage continued participation,home,home,1.0,,,,,,,,,,,,,,,,,,,,
1032,1032,2080,2637,2637,2961,SNF Supp.,582,Increase frequency of these activities,community sponsored,community,0.0,,,,,,,,,,,,,,,,,,,,
1033,1033,2078,2635,2635,2959,SNF Supp.,582,I would like my child to remain engaged in an activity for a longer period of time. I find I am more successful at this when I have her older brother play with her.,play,home,0.0,,,,,,,,,,,,,,,,,,,,
1034,1034,2061,2618,2618,2942,SNF Supp.,582,"Adhering to established routine including the order of activity. My child has difficulty continuing the routine if a step is skipped, such as reading a story or brushing teeth.",basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1035,1035,2089,2646,2646,2970,SNF Supp.,582,"My child participates more if the task is set up for her, I.e. handing her the toothbrush or toilet paper, or holding clothing so that she can step into bottoms. ",basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1036,1036,2094,2651,2651,2975,SNF Supp.,582,She will participate more with washing her hands if the soap is scented.,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1037,1037,2076,2633,2633,2957,SNF Supp.,582,I would like my child to participate more while getting dressed. I will orient her clothes and hold them for her to facilitate dressing.,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1038,1038,2079,2636,2636,2960,SNF Supp.,582,Increase frequency of exposure to group learning,educational activity,daycare/preschool,1.0,,,,,,,,,,,,,,,,,,,,
1039,1039,2075,2632,2632,2956,SNF Supp.,582,I would like my child to be more helpful while cleaning up. If I ask her to help me she is more likely to assist rather than simply telling her to clean up.,chore,home,1.0,,,,,,,,,,,,,,,,,,,,
1040,1040,2065,2622,2622,2946,SNF Supp.,582,"Emphasize and model participation in the more interactive parts of worship, like music, while maintaining realistic expectations for attention.",community sponsored,community,0.0,,,,,,,,,,,,,,,,,,,,
1041,1041,2085,2642,2642,2966,SNF Supp.,582,"Monitor my child's comfort r/t noise, remove to a quieter area when needed then return to activity as tolerated.",community,community,0.0,,,,,,,,,,,,,,,,,,,,
1042,1042,2096,2653,2653,2977,SNF Supp.,582,Stay with my child during appointment to ensure she feels secure,neighborhood outings,community,1.0,,,,,,,,,,,,,,,,,,,,
1043,1043,2095,2652,2652,2976,SNF Supp.,582,Showing items to pick up along with telling/asking,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1044,1044,2087,2644,2644,2968,SNF Supp.,582,My child likes to help set the table. I hand her utensils and napkins and she can put one at each place setting.,chore,home,1.0,,,,,,,,,,,,,,,,,,,,
1045,1045,2068,2625,2625,2949,SNF Supp.,582,Enroll in age appropriate class,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
1046,1046,2069,2626,2626,2950,SNF Supp.,582,Enroll in more programs,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
1047,1047,2063,2620,2620,2944,SNF Supp.,582,Allow extra time,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1048,1048,2097,2654,2654,2978,SNF Supp.,582,"We are more successful with cleaning up if I show my child one or two items to pick up rather than giving a generalized command. Today I asked her to pick up the dominoes and showed them to her, she did pick up a few.",chore,home,1.0,,,,,,,,,,,,,,,,,,,,
1049,1049,2084,2641,2641,2965,SNF Supp.,582,Make activities part of a routine,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1050,1050,2091,2648,2648,2972,SNF Supp.,582,Place my child within her peer group rather than with parents in social settings,educational activity,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1051,1051,2073,2630,2630,2954,SNF Supp.,582,I alternate preferred activities like hide and seek with non- preferred activities like puzzles.,play,home,2.0,,,,,,,,,,,,,,,,,,,,
1052,1052,2083,2640,2640,2964,SNF Supp.,582,Keep a familiar person in the room with my child,social ,home,0.0,,,,,,,,,,,,,,,,,,,,
1053,1053,2090,2647,2647,2971,SNF Supp.,582,Particiapte in activities designed for my child's age rather than those designed for children her brother's age,educational activity,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1054,1054,2064,2621,2621,2945,SNF Supp.,582,Bring a favorite object to appointment,neighborhood outings,community,2.0,,,,,,,,,,,,,,,,,,,,
1055,1055,2093,2650,2650,2974,SNF Supp.,582,Recruit her brother to help,home,home,3.0,,,,,,,,,,,,,,,,,,,,
1056,1056,2071,2628,2628,2952,SNF Supp.,582,Find a consistent play group and go often,community sponsored,community,0.0,,,,,,,,,,,,,,,,,,,,
1057,1057,2072,2629,2629,2953,SNF Supp.,582,Give my child rest breaks away from large groups,social ,home,0.0,,,,,,,,,,,,,,,,,,,,
1058,1058,2077,2634,2634,2958,SNF Supp.,582,I would like my child to participate more while performing toilet hygiene. I will hand her toilet paper and assist her to shift her weight to facilitate her performing toilet hygiene.,basic care routine,home,3.0,,,,,,,,,,,,,,,,,,,,
1059,1059,2092,2649,2649,2973,SNF Supp.,582,Provide setup an supervision of the desired activity.,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1060,1060,2066,2623,2623,2947,SNF Supp.,582,Encourage and facilitate interaction with peers to facilitate socialization.,social ,home,0.0,,,,,,,,,,,,,,,,,,,,
1061,1061,2062,2619,2619,2943,SNF Supp.,582,"Again, we struggle with attention to indoor play and games. Once my child has played with something we put it away until the next day.",play,home,0.0,,,,,,,,,,,,,,,,,,,,
1062,1062,2070,2627,2627,2951,SNF Supp.,582,Enrollment in a formal program,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1063,1063,2074,2631,2631,2955,SNF Supp.,582,"I try to focus on part of the task that my child enjoys rather than the entire thing. For example, my child enjoys identifying which clothing items belong to which family member.",chore,home,2.0,,,,,,,,,,,,,,,,,,,,
1064,1064,1828,2385,2385,2709,SNF Supp.,513,"he likes to have choices for mealtime, that he can make",basic care routine,home,2.0,,,,,,,,,,,,,,,,,,,,
1065,1065,1845,2402,2402,2726,SNF Supp.,513,parents being able to have more time off,recreational,community,0.0,,,,,,,,,,,,,,,,,,,,
1066,1066,1815,2372,2372,2696,SNF Supp.,513,"activity carts at stores (i.e. race cars, etc)",neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
1067,1067,1860,2417,2417,2741,SNF Supp.,513,talking about the trip and planning the things we need,recreational,community,0.0,,,,,,,,,,,,,,,,,,,,
1068,1068,1863,2420,2420,2744,SNF Supp.,513,would like to see my child eat a broader variety of food- keep introducing new foods to him,basic care routine,home,1.0,,,,,,,,,,,,,,,,,,,,
1069,1069,1855,2412,2412,2736,SNF Supp.,513,schedule of day presented to child and parents to discuss at home ,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1070,1070,1843,2400,2400,2724,SNF Supp.,513,"opportunities for him to help put things in cart or on belts, etc",neighborhood outings,community,1.0,,,,,,,,,,,,,,,,,,,,
1071,1071,1850,2407,2407,2731,SNF Supp.,513,rewards help,chore,home,2.0,,,,,,,,,,,,,,,,,,,,
1072,1072,1834,2391,2391,2715,SNF Supp.,513,let him choose activites at times,home,home,2.0,,,,,,,,,,,,,,,,,,,,
1073,1073,1865,2422,2422,2746,SNF Supp.,513,would like to see my child take more intiative to clean up things- ?consider a chart or reward system,chore,home,2.0,,,,,,,,,,,,,,,,,,,,
1074,1074,1823,2380,2380,2704,SNF Supp.,513,"familiarize the child with different activites, he is VERY routine oriented and doens't like to break from that",educational activity,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1075,1075,1839,2396,2396,2720,SNF Supp.,513,more money to be able to afford the trips/time off,recreational,community,0.0,,,,,,,,,,,,,,,,,,,,
1076,1076,1847,2404,2404,2728,SNF Supp.,513,physical activity events,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1077,1077,1826,2383,2383,2707,SNF Supp.,513,having kid friendly foods/activities,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1078,1078,1819,2376,2376,2700,SNF Supp.,513,do individual activities with each child,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1079,1079,1841,2398,2398,2722,SNF Supp.,513,needs supportive staff at school to help him transition,educational activity,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1080,1080,1831,2388,2388,2712,SNF Supp.,513,if his sister is helping he likes to help too,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1081,1081,1822,2379,2379,2703,SNF Supp.,513,explanation of activity/event,educational activity,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1082,1082,1849,2406,2406,2730,SNF Supp.,513,racing car shopping carts help!,neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
1083,1083,1840,2397,2397,2721,SNF Supp.,513,near our home/city,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1084,1084,1852,2409,2409,2733,SNF Supp.,513,routine,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1085,1085,1817,2374,2374,2698,SNF Supp.,513,clear boundaries (ie. when we are leaving and when we will come back),educational activity,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1086,1086,1861,2418,2418,2742,SNF Supp.,513,"time variety (i.e. a day long event that you can come and go, as opposed to a specific time 1p-2p)",community,community,0.0,,,,,,,,,,,,,,,,,,,,
1087,1087,1835,2392,2392,2716,SNF Supp.,513,letting him choose games/music/etc,play,home,2.0,,,,,,,,,,,,,,,,,,,,
1088,1088,1846,2403,2403,2727,SNF Supp.,513,personalize it to his interests,home,home,2.0,,,,,,,,,,,,,,,,,,,,
1089,1089,1844,2401,2401,2725,SNF Supp.,513,other students who are well behaved,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
1090,1090,1821,2378,2378,2702,SNF Supp.,513,examples,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1091,1091,1857,2414,2414,2738,SNF Supp.,513,staff that is friendly to kids,neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
1092,1092,1829,2386,2386,2710,SNF Supp.,513,"he loves to have a job to do, however he wants to continuously repeat this, he gets frustrated when he is done with the job",chore,home,4.0,,,,,,,,,,,,,,,,,,,,
1093,1093,1856,2413,2413,2737,SNF Supp.,513,"something to make him want to go, usually wants to stay home with daddy",neighborhood outings,community,2.0,,,,,,,,,,,,,,,,,,,,
1094,1094,1836,2393,2393,2717,SNF Supp.,513,model activity for child,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1095,1095,1862,2419,2419,2743,SNF Supp.,513,timing of events (i.e. not during nap time),community,community,0.0,,,,,,,,,,,,,,,,,,,,
1096,1096,1837,2394,2394,2718,SNF Supp.,513,more advanced notice regarding special events/changes,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1097,1097,1818,2375,2375,2699,SNF Supp.,513,communication with school staff on a timely basis ,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1098,1098,1816,2373,2373,2697,SNF Supp.,513,also think that a chart may help improve the above,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1099,1099,1827,2384,2384,2708,SNF Supp.,513,"he does well with routine, routine, routine",basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1100,1100,1859,2416,2416,2740,SNF Supp.,513,talk about what to expect with activity and schedule,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1101,1101,1858,2415,2415,2739,SNF Supp.,513,supportive teachers/staff who know how to interact with my son,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
1102,1102,1864,2421,2421,2745,SNF Supp.,513,would like to see my child have more intiative to brush teeth/get ready- this could be improved with a more consistent morning routine,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1103,1103,1832,2389,2389,2713,SNF Supp.,513,incentives to get them done (i.e. need to get dressed and wash hands to go to soccer practice),basic care routine,home,1.0,,,,,,,,,,,,,,,,,,,,
1104,1104,1838,2395,2395,2719,SNF Supp.,513,more communication with teacher/special ed staff,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1105,1105,1830,2387,2387,2711,SNF Supp.,513,if he gets to pick something out,neighborhood outings,community,2.0,,,,,,,,,,,,,,,,,,,,
1106,1106,1820,2377,2377,2701,SNF Supp.,513,doing them with a friend,play,home,0.0,,,,,,,,,,,,,,,,,,,,
1107,1107,1824,2381,2381,2705,SNF Supp.,513,family friendly events,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1108,1108,1851,2408,2408,2732,SNF Supp.,513,rewards/recognition,classes and groups,community,2.0,,,,,,,,,,,,,,,,,,,,
1109,1109,1842,2399,2399,2723,SNF Supp.,513,new toys,play,home,0.0,,,,,,,,,,,,,,,,,,,,
1110,1110,1854,2411,2411,2735,SNF Supp.,513,same teacher/support staff,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1111,1111,1825,2382,2382,2706,SNF Supp.,513,have enough time/energy to do activities outside the home,educational activity,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1112,1112,1833,2390,2390,2714,SNF Supp.,513,intellectually stimulating for him,daycare/preschool,daycare/preschool,4.0,,,,,,,,,,,,,,,,,,,,
1113,1113,1848,2405,2405,2729,SNF Supp.,513,positive reinforcement,chore,home,1.0,,,,,,,,,,,,,,,,,,,,
1114,1114,1853,2410,2410,2734,SNF Supp.,513,routines and structure,educational activity,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1115,1115,1962,2519,2519,2843,SNF Supp.,541,Speak to him at his level,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1116,1116,1957,2514,2514,2838,SNF Supp.,541,Play with him,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1117,1117,1954,2511,2511,2835,SNF Supp.,541,Let him lead the play,home,home,1.0,,,,,,,,,,,,,,,,,,,,
1118,1118,1963,2520,2520,2844,SNF Supp.,541,Use activities that he is interested in,home,home,2.0,,,,,,,,,,,,,,,,,,,,
1119,1119,1953,2510,2510,2834,SNF Supp.,541,Having him help make dinner,basic care routine,home,1.0,,,,,,,,,,,,,,,,,,,,
1120,1120,1950,2507,2507,2831,SNF Supp.,541,Buying an electric toothbrush,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1121,1121,1960,2517,2517,2841,SNF Supp.,541,Setting a consistent time for bed,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1122,1122,1951,2508,2508,2832,SNF Supp.,541,Having access to services near where we live,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1123,1123,1955,2512,2512,2836,SNF Supp.,541,Making hand washing fun,basic care routine,home,2.0,,,,,,,,,,,,,,,,,,,,
1124,1124,1959,2516,2516,2840,SNF Supp.,541,Playing with a sibling ,play,home,0.0,,,,,,,,,,,,,,,,,,,,
1125,1125,1952,2509,2509,2833,SNF Supp.,541,Having appropriate activities available year round,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1126,1126,1958,2515,2515,2839,SNF Supp.,541,Playing familiar games,play,home,0.0,,,,,,,,,,,,,,,,,,,,
1127,1127,1956,2513,2513,2837,SNF Supp.,541,"Not sure, he just doesn't like us to leave him",group,community,4.0,,,,,,,,,,,,,,,,,,,,
1128,1128,1961,2518,2518,2842,SNF Supp.,541,Sign him up for more age appropriate groups,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
1129,1129,2269,2826,2826,3150,SNF Supp.,712,Try try again with friends,educational activity,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1130,1130,2253,2810,2810,3134,SNF Supp.,712,Getting one on one instruction in organized physical activity also getting a teacher who knows about autism and her needs,classes and groups,community,3.0,,,,,,,,,,,,,,,,,,,,
1131,1131,2267,2824,2824,3148,SNF Supp.,712,The school I feel knows more about my child's understanding then I do I am so grateful for the program and ask many questions,educational,daycare/preschool,4.0,,,,,,,,,,,,,,,,,,,,
1132,1132,2255,2812,2812,3136,SNF Supp.,712,Having an extra hand ,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1133,1133,2248,2805,2805,3129,SNF Supp.,712,a tablet that can just be hers,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1134,1134,2251,2808,2808,3132,SNF Supp.,712,Bringing toys to play with to the beach helped,recreational,community,0.0,,,,,,,,,,,,,,,,,,,,
1135,1135,2262,2819,2819,3143,SNF Supp.,712,"she loves Blue clues, bubble guppies and sponge bob to name a few having them available with pictures so she can have a voice ",play,home,0.0,,,,,,,,,,,,,,,,,,,,
1136,1136,2259,2816,2816,3140,SNF Supp.,712,My Daughter reacts well to M&ms and if she takes a bit she can get a treat or using her words she gets a treat,basic care routine,home,2.0,,,,,,,,,,,,,,,,,,,,
1137,1137,2266,2823,2823,3147,SNF Supp.,712,She requires more of my time than my other 2 in actives so making sure the other siblings get time as well,home,home,4.0,,,,,,,,,,,,,,,,,,,,
1138,1138,2260,2817,2817,3141,SNF Supp.,712,She does a better job washing hands and using the toilet when someone there is watching her. I feel she knows not washing hands or not wiping is wrong but it doesn't click unless someone is watching her maybe she is bored.,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1139,1139,2270,2827,2827,3151,SNF Supp.,712,Warn people who don't know my daughter of her needs and what to expect. Encourage them not to act any different and to still speak to her and try to engage her,social ,home,0.0,,,,,,,,,,,,,,,,,,,,
1140,1140,2261,2818,2818,3142,SNF Supp.,712,She enjoys interactions with adults ,daycare/preschool,daycare/preschool,4.0,,,,,,,,,,,,,,,,,,,,
1141,1141,2263,2820,2820,3144,SNF Supp.,712,She loves Petting zoos she connects with animals on a different level but the movie theater most often is a disaster. So we try to do what she likes to do,community sponsored,community,2.0,,,,,,,,,,,,,,,,,,,,
1142,1142,2256,2813,2813,3137,SNF Supp.,712,Having written notice from my doctors that she can return to school even when school policy says no,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1143,1143,2265,2822,2822,3146,SNF Supp.,712,"She picks up toys when we do hand over hand, until she understands what we are asking her to do",chore,home,3.0,,,,,,,,,,,,,,,,,,,,
1144,1144,2268,2825,2825,3149,SNF Supp.,712,To keep trying inviting over friends even though she doesn't want anything to do with them.,social ,home,0.0,,,,,,,,,,,,,,,,,,,,
1145,1145,2254,2811,2811,3135,SNF Supp.,712,Getting puzzles of characters she likes ,play,home,2.0,,,,,,,,,,,,,,,,,,,,
1146,1146,2257,2814,2814,3138,SNF Supp.,712,I have an aid for her at church so hopefully she still can here the messages play the games and be in the same room as other kids,community sponsored,community,0.0,,,,,,,,,,,,,,,,,,,,
1147,1147,2271,2828,2828,3152,SNF Supp.,712,we have headphones but one noise is all it takes like a cough so not going out when a sibling has a cough,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1148,1148,2252,2809,2809,3133,SNF Supp.,712,Getting her signed up for waivers because I can not afford the Therapy's she needs,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1149,1149,2264,2821,2821,3145,SNF Supp.,712,"She loves playgrounds, she doesn't like leaving so we give warnings ",recreational,community,2.0,,,,,,,,,,,,,,,,,,,,
1150,1150,2250,2807,2807,3131,SNF Supp.,712,Bringing Tablets for her to play with during any outside of the house activity,neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
1151,1151,2249,2806,2806,3130,SNF Supp.,712,Bring her to places to cut hair that work on kids and even have special days for special needs kids that need less noise and accommodations ,neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
1152,1152,2258,2815,2815,3139,SNF Supp.,712,Keep challenging her with Classes and Lesson example art she has lots of sensory issues and putting different textures in front of her I see little imporvments,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
1153,1153,1322,1879,1879,2203,SNF Supp.,236,Having supplies available,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1154,1154,1312,1869,1869,2193,SNF Supp.,236,Being encouraged by mom,basic care routine,home,1.0,,,,,,,,,,,,,,,,,,,,
1155,1155,1315,1872,1872,2196,SNF Supp.,236,Having a race against the clock- making it a game,chore,home,2.0,,,,,,,,,,,,,,,,,,,,
1156,1156,1321,1878,1878,2202,SNF Supp.,236,Having good information about what is happening,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1157,1157,1323,1880,1880,2204,SNF Supp.,236,Making games easier/more at her level,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1158,1158,1314,1871,1871,2195,SNF Supp.,236,having a calm environment,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1159,1159,1313,1870,1870,2194,SNF Supp.,236,Competition between siblings,chore,home,4.0,,,,,,,,,,,,,,,,,,,,
1160,1160,1316,1873,1873,2197,SNF Supp.,236,Having adequate snack,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1161,1161,1317,1874,1874,2198,SNF Supp.,236,"Having bathroom, food options nearby",community,community,0.0,,,,,,,,,,,,,,,,,,,,
1162,1162,1318,1875,1875,2199,SNF Supp.,236,Having clean play areas,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1163,1163,1319,1876,1876,2200,SNF Supp.,236,Having feeding therapist encourage,basic care routine,home,1.0,,,,,,,,,,,,,,,,,,,,
1164,1164,1320,1877,1877,2201,SNF Supp.,236,"Having good access to events- parking, etc",community,community,0.0,,,,,,,,,,,,,,,,,,,,
1165,1165,1326,1883,1883,2207,SNF Supp.,236,Watching other child/older sister,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1166,1166,1324,1881,1881,2205,SNF Supp.,236,Preparation- making sure we know what she is going to do at school,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1167,1167,1325,1882,1882,2206,SNF Supp.,236,Threats to get rid of toys if they are not picked up,chore,home,2.0,,,,,,,,,,,,,,,,,,,,
1168,1168,1182,1739,1739,2063,SNF Supp.,146,Making it seem like a huge favor to help me,chore,home,1.0,,,,,,,,,,,,,,,,,,,,
1169,1169,1190,1747,1747,2071,SNF Supp.,146,We observe our surroundings and narrate what is going on. Ask her questions about what she sees,neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
1170,1170,1185,1742,1742,2066,SNF Supp.,146,Playing WITH her but letting her play alone sometimes.,home,home,0.0,,,,,,,,,,,,,,,,,,,,
