,Unnamed: 0,ID,Entries,Forum,Forum size (# of posts),Age of Child,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,label,strategy
1429,1429,3136,"My son doesn't like being told what to do, ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"My son doesn't like being told what to do, "
1430,1430,3136,"so he MUST have an underlying issue, ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"so he MUST have an underlying issue, "
1431,1431,3136,and starts self-diagnosing,,,,,,,,,,,,,,,,,,,,,,,,,,4,and starts self-diagnosing
1432,1432,3136,And just goes on and on. ,,,,,,,,,,,,,,,,,,,,,,,,,,4,And just goes on and on. 
1433,1433,3136,"I don't know how best to describe it, ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"I don't know how best to describe it, "
1434,1434,3136,"but it feels like she is continuously looking for sources of ""problems"" ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"but it feels like she is continuously looking for sources of ""problems"" "
1435,1435,3136,which are external and/or not her fault...,,,,,,,,,,,,,,,,,,,,,,,,,,4,which are external and/or not her fault...
1436,1436,3136,and not things she could possibly overcome ,,,,,,,,,,,,,,,,,,,,,,,,,,4,and not things she could possibly overcome 
1437,1437,3136,or be responsible for.  ,,,,,,,,,,,,,,,,,,,,,,,,,,4,or be responsible for.  
1438,1438,3136,"Child behaviors, for example, must be phsyiological/psychological ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"Child behaviors, for example, must be phsyiological/psychological "
1439,1439,3136,and couldn't possibly be due to our parenting.,,,,,,,,,,,,,,,,,,,,,,,,,,4,and couldn't possibly be due to our parenting.
1440,1440,3136,Does this make sense at all?  ,,,,,,,,,,,,,,,,,,,,,,,,,,4,Does this make sense at all?  
1441,1441,3136,Thank you so much for responding!,,,,,,,,,,,,,,,,,,,,,,,,,,4,Thank you so much for responding!
1442,1442,3136,"You know, I think the 'condition' may simply be ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"You know, I think the 'condition' may simply be "
1443,1443,3136,this:  Lack of Accountability,,,,,,,,,,,,,,,,,,,,,,,,,,4,this:  Lack of Accountability
1444,1444,3136,"doctor said ""No ADHD.  He's a 10 year old boy.""",,,,,,,,,,,,,,,,,,,,,,,,,,4,"doctor said ""No ADHD.  He's a 10 year old boy."""
1445,1445,3136,And immediately she started ,,,,,,,,,,,,,,,,,,,,,,,,,,4,And immediately she started 
1446,1446,3136,looking for something else to blame...,,,,,,,,,,,,,,,,,,,,,,,,,,4,looking for something else to blame...
1447,1447,3136,and never does she point a finger at me or her.  ,,,,,,,,,,,,,,,,,,,,,,,,,,4,and never does she point a finger at me or her.  
1448,1448,3136,"There are always things we can do better, ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"There are always things we can do better, "
1449,1449,3136,but it doesn't seem she is ever willing to say (or accept) that.  ,,,,,,,,,,,,,,,,,,,,,,,,,,4,but it doesn't seem she is ever willing to say (or accept) that.  
1450,1450,3136,It's that particular behavior I'm concerned about. ,,,,,,,,,,,,,,,,,,,,,,,,,,4,It's that particular behavior I'm concerned about. 
1451,1451,3136," At his rate, she will have convinced all of them",,,,,,,,,,,,,,,,,,,,,,,,,,4," At his rate, she will have convinced all of them"
1452,1452,3136, that something is wrong with them ,,,,,,,,,,,,,,,,,,,,,,,,,,4, that something is wrong with them 
1453,1453,3136,before they reach middle high school!  ,,,,,,,,,,,,,,,,,,,,,,,,,,4,before they reach middle high school!  
1454,1454,3137,HUGS to you...,,,,,,,,,,,,,,,,,,,,,,,,,,4,HUGS to you...
1455,1455,3137,raising any child/ren can be difficult...!,,,,,,,,,,,,,,,,,,,,,,,,,,4,raising any child/ren can be difficult...!
1456,1456,3137,I think what you're saying is that ,,,,,,,,,,,,,,,,,,,,,,,,,,4,I think what you're saying is that 
1457,1457,3137,"instead of fine-tuning her parenting style to match any special needs, ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"instead of fine-tuning her parenting style to match any special needs, "
1458,1458,3137,She may be right - ,,,,,,,,,,,,,,,,,,,,,,,,,,4,She may be right - 
1459,1459,3137,there could be genuine diagnoses for your children. ,,,,,,,,,,,,,,,,,,,,,,,,,,4,there could be genuine diagnoses for your children. 
1460,1460,3137,True medical and or learning conditions ,,,,,,,,,,,,,,,,,,,,,,,,,,4,True medical and or learning conditions 
1461,1461,3137,that hinder their education and or social functioning. ,,,,,,,,,,,,,,,,,,,,,,,,,,4,that hinder their education and or social functioning. 
1462,1462,3137,"But, if that's so, it only means more work to overcome it, ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"But, if that's so, it only means more work to overcome it, "
1463,1463,3137,not walking away shrugging that nothing's to be done.,,,,,,,,,,,,,,,,,,,,,,,,,,4,not walking away shrugging that nothing's to be done.
1464,1464,3137,It's both ways - more is probably needed at school and at home.,,,,,,,,,,,,,,,,,,,,,,,,,,4,It's both ways - more is probably needed at school and at home.
1465,1465,3137,"As you say you are ""ex"", ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"As you say you are ""ex"", "
1466,1466,3137,my guess is that this will be better received from doctors and teachers ,,,,,,,,,,,,,,,,,,,,,,,,,,4,my guess is that this will be better received from doctors and teachers 
1467,1467,3137,rather than coming from you... ,,,,,,,,,,,,,,,,,,,,,,,,,,4,rather than coming from you... 
1468,1468,3137,"And, maybe she's not trying to place blame and duck away ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"And, maybe she's not trying to place blame and duck away "
1469,1469,3137,but maybe she doesn't know what to do and where to start.,,,,,,,,,,,,,,,,,,,,,,,,,,4,but maybe she doesn't know what to do and where to start.
1470,1470,3137,I studied speech and languge disorders and special needs in college,,,7,,,,,,,,,,,,,,,,,,,,,,,4,I studied speech and languge disorders and special needs in college
1471,1471,3137, I still didn't know how to help my younger son ,,,7,,,,,,,,,,,,,,,,,,,,,,,4, I still didn't know how to help my younger son 
1472,1472,3137,with his speech needs or classroom managment. ,,,7,,,,,,,,,,,,,,,,,,,,,,,4,with his speech needs or classroom managment. 
1473,1473,3137,"Some issues we really needed to push to get help, ",,,7,,,,,,,,,,,,,,,,,,,,,,,4,"Some issues we really needed to push to get help, "
1474,1474,3137,Today's the first day of their new school year ,,,7,,,,,,,,,,,,,,,,,,,,,,,4,Today's the first day of their new school year 
1475,1475,3137,and I both worry and feel good about both (7 and 10 years old). ,,,7,,,,,,,,,,,,,,,,,,,,,,,4,and I both worry and feel good about both (7 and 10 years old). 
1476,1476,3137,It was a years-long journey to get here...,,,7,,,,,,,,,,,,,,,,,,,,,,,4,It was a years-long journey to get here...
1477,1477,3137,it's a marathon.,,,7,,,,,,,,,,,,,,,,,,,,,,,4,it's a marathon.
1478,1478,3137,"Oh, I see!! ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"Oh, I see!! "
1479,1479,3137," In that case, you may mean ""Munchausen By Proxy""",,,,,,,,,,,,,,,,,,,,,,,,,,4," In that case, you may mean ""Munchausen By Proxy"""
1480,1480,3137, but she doesn't seem to seek attention for medical conditions ,,,,,,,,,,,,,,,,,,,,,,,,,,4, but she doesn't seem to seek attention for medical conditions 
1481,1481,3137,they don't have.  ,,,,,,,,,,,,,,,,,,,,,,,,,,4,they don't have.  
1482,1482,3137,So... external locus of control??  ,,,,,,,,,,,,,,,,,,,,,,,,,,4,So... external locus of control??  
1483,1483,3137,(blaming outside forces)  ,,,,,,,,,,,,,,,,,,,,,,,,,,4,(blaming outside forces)  
1484,1484,3137,That's my Psych 101 take on it.  ,,,,,,,,,,,,,,,,,,,,,,,,,,4,That's my Psych 101 take on it.  
1485,1485,3137,I thought there were actual underlying conditions!  ,,,,,,,,,,,,,,,,,,,,,,,,,,4,I thought there were actual underlying conditions!  
1486,1486,3137,"The school won't tell you if it's ADHD, ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"The school won't tell you if it's ADHD, "
1487,1487,3137,but you ruled that out already...,,,,,,,,,,,,,,,,,,,,,,,,,,4,but you ruled that out already...
1488,1488,3137,"they will tell you if there's a learning problem, ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"they will tell you if there's a learning problem, "
1489,1489,3137,but they haven't. ,,,,,,,,,,,,,,,,,,,,,,,,,,4,but they haven't. 
1490,1490,3137,"So, it's all in her head ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"So, it's all in her head "
1491,1491,3137,as she rationalises why this isn't her fault ,,,,,,,,,,,,,,,,,,,,,,,,,,4,as she rationalises why this isn't her fault 
1492,1492,3137,and she shouldn't have to fix any problems she sees.,,,,,,,,,,,,,,,,,,,,,,,,,,4,and she shouldn't have to fix any problems she sees.
1493,1493,3138,In many pregnancies these days ,,,0,,,,,,,,,,,,,,,,,,,,,,,4,In many pregnancies these days 
1494,1494,3138,there is at least one ultrasound to monitor,,,0,,,,,,,,,,,,,,,,,,,,,,,4,there is at least one ultrasound to monitor
1495,1495,3138, the development of the foetus.,,,0,,,,,,,,,,,,,,,,,,,,,,,4, the development of the foetus.
1496,1496,3138, It is usually during an ultrasound (a painless scan) ,,,0,,,,,,,,,,,,,,,,,,,,,,,4, It is usually during an ultrasound (a painless scan) 
1497,1497,3138,that congenital defects are detected/identified. ,,,0,,,,,,,,,,,,,,,,,,,,,,,4,that congenital defects are detected/identified. 
1498,1498,3138,"It could also be that the sound of the heartbeat was how this was identified, ",,,0,,,,,,,,,,,,,,,,,,,,,,,4,"It could also be that the sound of the heartbeat was how this was identified, "
1499,1499,3138,"but if a doctor hears something unusual,",,,0,,,,,,,,,,,,,,,,,,,,,,,4,"but if a doctor hears something unusual,"
1500,1500,3138, I would think that an ultrasound would follow ,,,0,,,,,,,,,,,,,,,,,,,,,,,4, I would think that an ultrasound would follow 
1501,1501,3138,to determine the cause or condition.,,,0,,,,,,,,,,,,,,,,,,,,,,,4,to determine the cause or condition.
1502,1502,3138,"Some abnormalities do correct themselves, ",,,0,,,,,,,,,,,,,,,,,,,,,,,4,"Some abnormalities do correct themselves, "
1503,1503,3138,and can appear worse before the baby is born ,,,0,,,,,,,,,,,,,,,,,,,,,,,4,and can appear worse before the baby is born 
1504,1504,3138,"(my friend's neice was given ""Last Rights"" at birth, ",,,0,,,,,,,,,,,,,,,,,,,,,,,4,"(my friend's neice was given ""Last Rights"" at birth, "
1505,1505,3138,only to find the hole in her heart was not so uncommon ,,,0,,,,,,,,,,,,,,,,,,,,,,,4,only to find the hole in her heart was not so uncommon 
1506,1506,3138,and closing over within days of delivery). ,,,0,,,,,,,,,,,,,,,,,,,,,,,4,and closing over within days of delivery). 
1507,1507,3138, if there is one with this diagnosis...,,,0,,,,,,,,,,,,,,,,,,,,,,,4, if there is one with this diagnosis...
1508,1508,3138,you weren't very specific. ,,,0,,,,,,,,,,,,,,,,,,,,,,,4,you weren't very specific. 
1509,1509,3139,"I Kid is a bottom shuffler, ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"I Kid is a bottom shuffler, "
1510,1510,3139,I have heard these babies dont crawl they start walking directly. ,,,,,,,,,,,,,,,,,,,,,,,,,,4,I have heard these babies dont crawl they start walking directly. 
1511,1511,3139,"So I am wondering, ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"So I am wondering, "
1512,1512,3139,"the babies who bottom shuffle are they weak, ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"the babies who bottom shuffle are they weak, "
1513,1513,3139,i mean are their bones weak or some muscle weakness.,,,,,,,,,,,,,,,,,,,,,,,,,,4,i mean are their bones weak or some muscle weakness.
1514,1514,3139,Valid and right observation ,,,,,,,,,,,,,,,,,,,,,,,,,,4,Valid and right observation 
1515,1515,3139,I must say.,,,,,,,,,,,,,,,,,,,,,,,,,,4,I must say.
1516,1516,3140,No these children are no weak ,,,,,,,,,,,,,,,,,,,,,,,,,,4,No these children are no weak 
1517,1517,3140,it's just another way of getting around.. ,,,,,,,,,,,,,,,,,,,,,,,,,,4,it's just another way of getting around.. 
1518,1518,3140,"Soon will pull themselves up, ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"Soon will pull themselves up, "
1519,1519,3140,gaining strength in their legs..,,,,,,,,,,,,,,,,,,,,,,,,,,4,gaining strength in their legs..
1520,1520,3140,My Mother said I did it as a baby ,,,,,,,,,,,,,,,,,,,,,,,,,,4,My Mother said I did it as a baby 
1521,1521,3140,slower in walking ,,,,,,,,,,,,,,,,,,,,,,,,,,4,slower in walking 
1522,1522,3140,but each child grows and walks at its own rate.,,,,,,,,,,,,,,,,,,,,,,,,,,4,but each child grows and walks at its own rate.
1523,1523,3141,How old is your child?  ,,,,,,,,,,,,,,,,,,,,,,,,,,4,How old is your child?  
1524,1524,3141,"It's not unheard of, of course, ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"It's not unheard of, of course, "
1525,1525,3141,and standing and walking may not even be affected. ,,,,,,,,,,,,,,,,,,,,,,,,,,4,and standing and walking may not even be affected. 
1526,1526,3141,What happens when children don't spend time on their stomachs ,,,,,,,,,,,,,,,,,,,,,,,,,,4,What happens when children don't spend time on their stomachs 
1527,1527,3141,"(which, with SIDS/Crib Death, ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"(which, with SIDS/Crib Death, "
1528,1528,3141,most babies don't sleep on their stomachs ,,,,,,,,,,,,,,,,,,,,,,,,,,4,most babies don't sleep on their stomachs 
1529,1529,3141,"like they did in previous generations), ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"like they did in previous generations), "
1530,1530,3141,they don't develop upper-body strength. ,,,,,,,,,,,,,,,,,,,,,,,,,,4,they don't develop upper-body strength. 
1531,1531,3141,This could affect things like sports and handwriting,,,,,,,,,,,,,,,,,,,,,,,,,,4,This could affect things like sports and handwriting
1532,1532,3141, if that isn't sufficient. ,,,,,,,,,,,,,,,,,,,,,,,,,,4, if that isn't sufficient. 
1533,1533,3141," be sure that your child is developing normally, ",,,,,,,,,,,,,,,,,,,,,,,,,,4," be sure that your child is developing normally, "
1534,1534,3141,even if he's not crawling/creeping.  ,,,,,,,,,,,,,,,,,,,,,,,,,,4,even if he's not crawling/creeping.  
1535,1535,3141,What does your child do when you put him on his tummy? (or her?),,,,,,,,,,,,,,,,,,,,,,,,,,4,What does your child do when you put him on his tummy? (or her?)
1536,1536,3141,"You're right to question and be concerned, ",,,,,,,,,,,,,,,,,,,,,,,,,,4,"You're right to question and be concerned, "
1537,1537,3141,"Even Paediatricians aren't usually ones to sound the alarm at an early age,",,,,,,,,,,,,,,,,,,,,,,,,,,4,"Even Paediatricians aren't usually ones to sound the alarm at an early age,"
1538,1538,3141, but it doesn't hurt to ask for testing.,,,,,,,,,,,,,,,,,,,,,,,,,,4, but it doesn't hurt to ask for testing.
1539,1539,3142,Her father suddenly stopped ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Her father suddenly stopped 
1540,1540,3142,she has been behaving abnormally soon after that happened. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,she has been behaving abnormally soon after that happened. 
1541,1541,3142, She was so close to me before ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, She was so close to me before 
1542,1542,3142,but the recent Skype sessions have become my nightmares ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,but the recent Skype sessions have become my nightmares 
1543,1543,3142,because she started to say things ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,because she started to say things 
1544,1544,3142,"like I don't like Mummy, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"like I don't like Mummy, "
1545,1545,3142,I don't like this and that of all from mother's side. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,I don't like this and that of all from mother's side. 
1546,1546,3142,When she returns to my place. she says she misses me ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,When she returns to my place. she says she misses me 
1547,1547,3142,and wants to talk with me every day. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and wants to talk with me every day. 
1548,1548,3142,"When she returns to her dad's, she is again like this. ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"When she returns to her dad's, she is again like this. "
1549,1549,3142,Her regular Skype sessions with me were so good,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Her regular Skype sessions with me were so good
1550,1550,3142, before all that was stopped.  ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, before all that was stopped.  
1551,1551,3142,It just broke my heart into pieces ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,It just broke my heart into pieces 
1552,1552,3142,when she says that she does not like me ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,when she says that she does not like me 
1553,1553,3142,and does not wish to come back to me,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and does not wish to come back to me
1554,1554,3142,and all the people she always loved to be with on my side. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and all the people she always loved to be with on my side. 
1555,1555,3142,Her behavioural changes have been my concerns. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Her behavioural changes have been my concerns. 
1556,1556,3142,Thank you [name] for your advice. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Thank you [name] for your advice. 
1557,1557,3142,I just need to know more how to deal with the situation,,,5,,,,,,,,,,,,,,,,,,,,,,,4,I just need to know more how to deal with the situation
1558,1558,3142, when she has Skype sessions with me. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, when she has Skype sessions with me. 
1559,1559,3142,It just seems impossible now to have talk with her over Skype. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,It just seems impossible now to have talk with her over Skype. 
1560,1560,3142,But she is quite ok when she is back to me.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,But she is quite ok when she is back to me.
1561,1561,3142,Thanks [name] for your advice and hugs. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Thanks [name] for your advice and hugs. 
1562,1562,3142,"Her father is restricting my right to talk with her, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"Her father is restricting my right to talk with her, "
1563,1563,3142,so I do not get a chance to talk with her on 'off' nights at all. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,so I do not get a chance to talk with her on 'off' nights at all. 
1564,1564,3142,She is also showing some other behaviour problems ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,She is also showing some other behaviour problems 
1565,1565,3142,"such as hitting other people (not me), ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"such as hitting other people (not me), "
1566,1566,3142,throwing things to others. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,throwing things to others. 
1567,1567,3142,I have concerns about the changes ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,I have concerns about the changes 
1568,1568,3142,over the lack of regular contacts she has with me. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,over the lack of regular contacts she has with me. 
1569,1569,3142,Is that possible that she is experiencing adjustment difficulties ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Is that possible that she is experiencing adjustment difficulties 
1570,1570,3142,as she has demonstrated her unwillingness to go back to her dad's for almost half a year. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,as she has demonstrated her unwillingness to go back to her dad's for almost half a year. 
1571,1571,3142,Her dad could not have good interactions with her over Skype ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Her dad could not have good interactions with her over Skype 
1572,1572,3142, Is it possible that she feels that I do not love her ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, Is it possible that she feels that I do not love her 
1573,1573,3142,because I do not have the usual contacts with her? ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,because I do not have the usual contacts with her? 
1574,1574,3142,"She knows that her dad has reduced the times for us to talk with each other, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"She knows that her dad has reduced the times for us to talk with each other, "
1575,1575,3142,but her little mind may not be able to process that?,,,5,,,,,,,,,,,,,,,,,,,,,,,4,but her little mind may not be able to process that?
1576,1576,3142,Thanks for your useful message. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Thanks for your useful message. 
1577,1577,3142,His father and I have been in the custody battle for nearly 3 years,,,5,,,,,,,,,,,,,,,,,,,,,,,4,His father and I have been in the custody battle for nearly 3 years
1578,1578,3142, (which is very upsetting for all).,,,5,,,,,,,,,,,,,,,,,,,,,,,4, (which is very upsetting for all).
1579,1579,3142, He has reduced the times of contacts ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, He has reduced the times of contacts 
1580,1580,3142,my girl used to have with me not his. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,my girl used to have with me not his. 
1581,1581,3142,I guess he does not wish to see me too close to my daugther ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,I guess he does not wish to see me too close to my daugther 
1582,1582,3142,(which is very sad). ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,(which is very sad). 
1583,1583,3142,but recent changes of her behaviour ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,but recent changes of her behaviour 
1584,1584,3142,just concerns me so much. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,just concerns me so much. 
1585,1585,3142,I agree with you regarding her feeing stuck in the middle ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,I agree with you regarding her feeing stuck in the middle 
1586,1586,3142,as I know that she wants both dad and mum to be together. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,as I know that she wants both dad and mum to be together. 
1587,1587,3142,She is just a kid ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,She is just a kid 
1588,1588,3142,and should be loved all the time ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and should be loved all the time 
1589,1589,3142,instead of being under such tension.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,instead of being under such tension.
1590,1590,3143,"How sad, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"How sad, "
1591,1591,3143,it must be really hard on you ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,it must be really hard on you 
1592,1592,3143,but for your daughter as well.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,but for your daughter as well.
1593,1593,3143, she might be reacting this way ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, she might be reacting this way 
1594,1594,3143,because it might feel safer to her to express her feelings to you ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,because it might feel safer to her to express her feelings to you 
1595,1595,3143,and not because she means them directectly against you.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and not because she means them directectly against you.
1596,1596,3143,I hope this helps to clear some of the uncertainty. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,I hope this helps to clear some of the uncertainty. 
1597,1597,3143,You are very welcome. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,You are very welcome. 
1598,1598,3143,"I think as hard as it might be, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"I think as hard as it might be, "
1599,1599,3143,She is probably being fickle like [name] mentioned ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,She is probably being fickle like [name] mentioned 
1600,1600,3143,can be normal for that age. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,can be normal for that age. 
1601,1601,3143,I wish you well.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,I wish you well.
1602,1602,3144,"Oh, I'm so sorry, [name] ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"Oh, I'm so sorry, [name] "
1603,1603,3144,- no parent wants to hear that!,,,5,,,,,,,,,,,,,,,,,,,,,,,4,- no parent wants to hear that!
1604,1604,3144,"I think some of this is ""normal"" for her age. ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"I think some of this is ""normal"" for her age. "
1605,1605,3144,"And, she could be overwhelmed by the arrangements ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"And, she could be overwhelmed by the arrangements "
1606,1606,3144,even though she's done this for a while now.  ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,even though she's done this for a while now.  
1607,1607,3144,She may not know exactly what she's feeling ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,She may not know exactly what she's feeling 
1608,1608,3144,or how to process it ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,or how to process it 
1609,1609,3144,"and she just knows she's not totally happy, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"and she just knows she's not totally happy, "
1610,1610,3144,Does she speak with her father daily while she's with you?,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Does she speak with her father daily while she's with you?
1611,1611,3144,There is a chance that someone on her father's side is saying things ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,There is a chance that someone on her father's side is saying things 
1612,1612,3144,that don't flatter  you ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,that don't flatter  you 
1613,1613,3144,and your side or that she somehow feels like she has to choose sides.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and your side or that she somehow feels like she has to choose sides.
1614,1614,3144, I also think that choosing sides ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, I also think that choosing sides 
1615,1615,3144,very black-and-white feeling is normal for her age...,,,5,,,,,,,,,,,,,,,,,,,,,,,4,very black-and-white feeling is normal for her age...
1616,1616,3144,"it's not unusal to hear 5 year olds say ""You're my best friend"" ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"it's not unusal to hear 5 year olds say ""You're my best friend"" "
1617,1617,3144,"one moment and ""You're not my friend"" the next. ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"one moment and ""You're not my friend"" the next. "
1618,1618,3144, She'll know you love her ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, She'll know you love her 
1619,1619,3144,she'll probably grow out of this stage in time. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,she'll probably grow out of this stage in time. 
1620,1620,3144,"If you feel like it's getting worse, you may want to talk about counseling ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"If you feel like it's getting worse, you may want to talk about counseling "
1621,1621,3144,either for her or even for you ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,either for her or even for you 
1622,1622,3145,just wondering how things are between you and her dad?,,,5,,,,,,,,,,,,,,,,,,,,,,,4,just wondering how things are between you and her dad?
1623,1623,3145,so she may feel rejected by him.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,so she may feel rejected by him.
1624,1624,3145,"when she is with him, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"when she is with him, "
1625,1625,3145,she may be saying things against you ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,she may be saying things against you 
1626,1626,3145,Then when she is back with you she does not want to go back to him. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Then when she is back with you she does not want to go back to him. 
1627,1627,3145,She has been telling you this ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,She has been telling you this 
1628,1628,3145, Perhaps she feels no one is listening to her ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, Perhaps she feels no one is listening to her 
1629,1629,3145, that what she wants is irrelevant. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, that what she wants is irrelevant. 
1630,1630,3145,That could be why she is acting out,,,5,,,,,,,,,,,,,,,,,,,,,,,4,That could be why she is acting out
1631,1631,3145, as she has no other outlet for her emotions.,,,5,,,,,,,,,,,,,,,,,,,,,,,4, as she has no other outlet for her emotions.
1632,1632,3145, She feels stuck in the middle and torn.  ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, She feels stuck in the middle and torn.  
1633,1633,3145,She is too young to cope with all this tension on her own. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,She is too young to cope with all this tension on her own. 
1634,1634,3145,"Just my thoughts, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"Just my thoughts, "
1635,1635,3145,hope it may help .,,,5,,,,,,,,,,,,,,,,,,,,,,,4,hope it may help .
