Dataset,ID,strategy ,broad activity ,setting ,rating,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Setting up the environment so that she can help to the extent that she is able without it causing more work for me...I NEED TO DO THIS!!!!,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Sit and do the activity with her,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Social stories about the situation,social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Staying with her to show her how to interact and play.  ,social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Talking about upcoming events before they happen,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Timing the event for when she is well rested and fed,educational activity,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Trimming down the toys so that there aren't as many out and available at any given time,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Watch typical friends and try to encourage them to try to include her in their play,social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, 1  to 1,recreational,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, a  plan,recreational,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, adaptive activities,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, assistance,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, clear expectations,home,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, clear expectations,classes and groups,community,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, coaches/ teachers/ leaders  have an understanding of disability,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, comfort level with guests,social ,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, comfort level with the group and facility ,classes and groups,community,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, does better  in organized activities and play,community sponsored,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, done his way and his speed,chore,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, follow through ,home,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, have patience,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118," he gets a lot of choices and gets to feel in control, which helps",home,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, him having a say in how this activity occurs,basic care routine,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, his general mood,chore,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, his interest in the activity,chore,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, I'm at a  loss...,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, incentives  and  rewards,home,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, interest,group,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, interest,community,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, interest in activity,chore,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, interest in activity -  loves  to read and listen to music... prefers not to do ' messy'  crafts,play,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, lots of one to one attention,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, occurs in places he feels comfortable,recreational,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, peers  participating -  tends to follow the group,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, reminders and assistance,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, structure,recreational,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, structure,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, structured environment,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, talking through expectations before the event,social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, talking through the activity on the way to it,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118," we  have a  lot of issues in this category,  so I'm not sure what to do to make it successful...",socializing,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118, working together,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118,1  to 1  coach,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118,lots of reminders,basic care routine,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,118,talking about the social situation before and discussing rules before the activity begins.,social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,121,Activities early in the day,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,121,Activities in morning or early afternoon,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,121,Activities indoors,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,121,Activities specially geared towards special needs families,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,121,Activities that are indoor,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,121,Art class- hand him materials and do hand over hand to help him paint,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,121,Music therapy- provide instruments he can hold and make noise with ,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,121,Playing music while doing other activities keeps him more engaged/calm,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,121,Position him in comfortable positions and talk to him,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,121,Provide music that is calming,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,121,showing TV shows/movies with songs and music,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,121,take turns holding him,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,121,Using tablet at school- teachers use hand over hand to show him how to do the activity,play,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,121,"We keep a strict routine so his day is predictable, which helps keep him calm",home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,121,We play his favorite music all the time to keep him calm,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,121,We try to have him be in the center of any family activities and talk to him throughout explaining what we are doing,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,121,Wheelchair accessibility,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,121,Yoga- help him stretch/excercise,classes and groups,community,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,Activities where children can be loud helps. He is usually a lot less self conscious.,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,"Again because of the weather water activities are a huge benefit. However, these need to be in quieter places with not so many kids running around.",community,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,Everything has its place so if I ask him to put something away he knows where it goes.,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,Families that come over know ahead of time that our son will be more shy than other children. This preparation helps them not to judge him or push their own children on him when they arrive.,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,Field trips/events need to be kept short and with an outlet somewhere where he can get physical energy out,educational activity,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,From the very beginning we would read books every night. This is a huge trigger for him to understand it is time to go to bed. He immediately understands where he needs to go and what is going to happen. He is very cooperative in going to bed and is often very happy about it.,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,Having only him go out with me instead of the whole family. The one and one seems to help defuse a lot of the stress that comes with going out.,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,He comes home from Pre-School with a report of what was done at school that day. Since he can't say what he did this allows us a parents to know how to talk to him about his day at school.,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,He has an IEP so he automatically qualified for bus transportation. This is a HUGE HELP!,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,He hates the vacuum on but loves to check it out when off. We always let him help wrap the cord and put it away in the closet.,chore,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,He loves trains so when he seems to be a little round up and destructive we make train sounds and he starts to pretend he is a train. This changes his whole attitude and it feels like a family activity.,play,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,I turn on the radio every afternoon for about 30 or so minutes to allow all of us at home to kick back and have some fun while we play or clean. He sees this as a benefit and not a chore.,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,I will give my son a task that doesn't really need to be done but is harmless. Such as sweeping the floor and using the Swiffer duster.,chore,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,If it is a sequence of events we will try and go back to where a step was missed,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,Meal/snack time while playing it much more productive than forcing it at the table. He has a very hard time focusing and staying at the table or not throwing everything on the floor so allowing him to snack and play at the same time in a the same designated area helps.,educational activity,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,Overnight visits/trips really need to be done with extra hands there to help. He does best when there are relatives whom he trusts and can't get some get one on one time with.,recreational,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,Places where he can move around freely. He wouldn't do well in a theater environment for example,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,Plans need to be avoided and when traveling a pack and play is still needed for quality of sleep. He is unable to rest otherwise even though he sleeps in a normal bed at home.,recreational,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,Regardless of how little he will interact with the other children I always take him to parties for exposure on social gatherings.,community sponsored,community,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,"Routine, routine, routine.",basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,The classroom size is small with lots of teacher assistants so he gets lots of one on one attention for tasks.,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,This is a tough one. He doesn't speak much so the activities are very limited. I try regardless of how sad it does make me when he doesn't know how to engage to still take him to parties and get togethers. I know he can't improve without exposure.,social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,Visual transitions,educational activity,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,Waiting for cooler weather. It is too hot for most of the summer so we have to be choosy of when we go out.,community,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We always explain what we are doing so when we tell him what is coming up he is less likely to be upset when the change from one activity to another happens.,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We always talk about the people we will see a few days before we actually see them. This I feel helps bring down his social anxiety a bit.,social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We are always reading books to him. This is through out the day. He has his own book shelf that consist of about 100 stories that he has access to all the time. This allows him to bring us stories he is interested in.,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We avoid dining out. It is such a stressful situation for us as parents that our son quickly feeds off of our negativity.,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We avoid highly crowded places during his time of the day when he normally is most stressed. He has a hard time with lots of noise and visual inputs so keeping those to only the minimum and at his well rested times is best.,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We buy or ask as gifts educational toys that help with his sensory input needs.,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We can't make it out often where we are at because of the extreme heat so we make sure we get him out in our backyard to play with a variety of toys and activities,recreational,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We demonstrate group time at home as a family with other siblings daily. ,educational activity,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We do art activities at home. He doesn't often want to do them in a structured way so doing it at home gives us the time to work with him on how to do a project correctly.,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We get an update every day what happened at school. This helps us to ask him questions about his day since he can't communicate with us otherwise.,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We have a child safe home with clear boundaries. It allows our son who is extremely anxious when others come over to feel more confident in his home.,social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We have all these activities available at home so when the time comes to wanting to do it they are easily accessable.,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We have family and guests over quite often with children ranging in age. ,social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We have numerous pets so we are constantly talking and demonstrating how to take care of them.,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We have the same routine every morning for school. ,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We have three safe spaces in our home where the kids have pretty much full freedom to explore. This reduces the amount of times we have to tell him no through out the day. He shows a lot more progress in development when he has a kid safe space.,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,"We have toys and activities that are for ""emergency"" use only. That means they only come out when he needs a distraction and it will be an item he only sees every so once in a while. It feels like a new toy/activity to him.",home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We just don't go out to eat anymore. It is too difficult to do as a family. I know he would do alright if it was the one on one time with a parents instead of the family.,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We keep the community events to ones that have a constant change and give us freedom to move around.,community sponsored,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We kept our son in a crib until just past 3 years of age. He never showed any want for change and I feel that established a great base for proper sleep and sleeping through the night.,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We play along with games. We don't just interact but get to their level of play and treat their creativity as important as anything else.,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We read books to our son from the get go and have made sure that we carry many children books at home so the interests can continue and grow.,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We take him to all the parties he is invited to so he has more exposure to a social environment.,community sponsored,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We try out new venues when something comes available in our town. ,community sponsored,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We try to get him to try new things whenever we can with lots of support and understanding from us. He gets very fearful of physical new experiences.,recreational,community,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We try to invite families with other children over whenever possible. It is tiring but his socializing is a priority for us.,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,We will use a fun silly voice instead of a bossy when we need his help to put away toys. He is much more likely to follow direction that way. ,chore,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,Weather. Climate where we are is so very hot most of the year that when an activity and weather align we jump right on it.,community,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,When we go on trips outside of the home we make sure there is a place for our son to run and have sensory input.,educational activity,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,139,When we run errands we try to keep it to just our son going instead of his younger sister. This allows us to give him full focus.,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,142,I really don't have any,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,142,Nothing,chore,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,142,Tell them what's going to happen and what we are going to do,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,142,We also read with her.,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,142,We have family time.,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,142,We teach her different things like how to pour.,home,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,146,availability of parks,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,146,Creating songs to go with the activity,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,146,"Giving her specific tasks to accomplish instead of the vague ""clean up this room"" we say ""please put the castle away""",chore,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,146,Going to the park at least once a week to encourage socialization with unfamiliar people,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,146,"I bring an ipod loaded with her ""games"" for appointments",neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,146,"Making a deal: ""First eat your dinner, THEN we can ___""",basic care routine,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,146,Making it seem like a huge favor to help me,chore,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,146,Modeling hygiene/eating and then having her copy,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,146,"Not being there allows her to focus more on the group and the activities. If I (or my spouse) is present, she is constantly checking back with us, or only interacting with us.",classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,146,Playing WITH her but letting her play alone sometimes.,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,146,setting routines for chores,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,146,"She's an active girl, so she loves being outside. We model pieces of equipment at the park when she is unsure, but other than that we allow her to try to do as much independently as possible.",recreational,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,146,Speaking about the activities with enthusiasm. Engaging her beforehand to prepare her for what she will see/experience,community sponsored,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,146,"We bring activities when we dine out, and try to keep the meal short",neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,146,We observe our surroundings and narrate what is going on. Ask her questions about what she sees,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,146,We watch a cartoon while we eat. I would like to limit that time as well. We are trying to cut screen time from one meal at a time. Right now we are working on dinnertime. ,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,152,financial means,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,152,He loves having his sisters around to play with him and do some of his exercises with,home,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,152,He loves to see new things and be surrounded by people,community,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,152,I would love to have him participate in more activities outside of the home but financially can't afford it due to medical bills. ,community,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,152,I would love to have him sign up for music classes and to be able to socially learn music,play,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,152,I would love to sign him up for some sort of music class. He loves music,group,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,152,"information on groups, classes",community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,152,My child eats better when there is little to no texture. We are working on adding cracker crumbs gradually to his food. We are also trying to use a nubby to get his mouth used to texture.,basic care routine,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,152,My child falls asleep and sleeps best while I am holding or lying near him. I would like to be able to have him fall asleep independently and soothe himself back to sleep when he wakes up,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,152,My child loves to have his sisters home and near him. ,home,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,152,We are working on him accepting different textures and letting him feed himself a biscuit. ,basic care routine,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,152,We are working on him being laid in bed awake and letting him soothe himself to sleep,basic care routine,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,152,we would love the financial means to sign him up for these types of classes,group,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,156,Choosing the books to read prior to nap and bedtime.,basic care routine,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,156,Continued classes and play groups,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,156,Dressing self- less help from mommy when putting on shirts/shorts. Participating to choosing clothes...he usually won't tell me a preference between two articles of clothing.,basic care routine,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,156,Giving him more opportunities to assist with making meals instead of encouraging him to play outside of the kitchen during meal prep,chore,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,156,Having child move his dirty laundry from his hamper to the washer,chore,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,156,He helps me with chores...when I clean I give him his own towel and water bottle to pretend clean with,home,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,156,Help find items on store shelves,neighborhood outings,community,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,156,"Help identify foods as we shop, such as pointing out the bananas ",neighborhood outings,community,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,156,Letting him do the scooping/pouring of pet food daily,chore,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,156,"Making choices about what to eat and following through (waffle or eggs for breakfast, etc)",basic care routine,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,156,More constant play groups (same people),community sponsored,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,156,More frequent play groups ,community sponsored,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,156,"My husband (child's father) spends the evening with him, does the bath and bed routine, encourages his participation in getting ready for bed",home,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,156,"Not run off in the store, stay closer to me without me having to physically hold his hand the entire time ",neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,156,Participate with the group more at gym class,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,156,Pay attention and focus when at a music or art class instead of running around like crazy,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,156,Utilizing local resources and all of the fantastic kids events in our metro area ,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,156,"We bake something together weekly, such as a cake. I let him crack eggs and measure ingredients",home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,171,bringing in additional assistance - occupational therapists to assist teachers,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,171,consequences - if he does not behave then he will not get to run his errand to the ice cream store,neighborhood outings,community,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,171,Consequences of losing the toys they don't take care of,chore,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,171,Exercise programs - for young children to help them keep their senses in balance,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,171,Have options to write or color - he focuses well on writing or drawing,educational activity,daycare/preschool,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,171,hire more experience teachers - young teachers who have not completed school and have no children of their own do not understand the realities of handling children,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,171,motivation - if he behaves while running errands he can get a treat,neighborhood outings,community,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,171,Motivational rewards for completing the chores independently,basic care routine,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,171,Motivational Rewards for taking care of their toys,chore,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,171,Needs quiet activities - that do not overstimulate him,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,171,Needs to change activities often to keep his attention,educational activity,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,171,packing a book and blanket - he can curl up in the back of a shopping cart - it is his own little fort,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,171,Parental involvement is important,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,171,Positive reinforcement & rewards for doing these chores with out being asked,basic care routine,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,171,Positive reinforcement for completing these chores independently,basic care routine,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,171,Positive Reinforcement for helping with cleaning ,chore,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,171,Screen time is a consequence for poor choices,play,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,171,Screen time is a reward for good behavior,play,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,171,Screen time is limited,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,171,"we have a lot of family in town and they have good relationships with their grandparents, aunts, uncles and cousins",home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,171,We have flexible work schedules which allow us to be home with the kids some times - rather than have them in daycare all of the time,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,172,"Child friendly community- lots of parks, moms groups, play groups and library programs",community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,172,"[name] is included in her siblings activities ( Boy Scouts, dance, playdates, playing at the park)",community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,172,include [name] in daily activities by talking and interacting with her.,home,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,172,Include [name] in daily routines in the home environment,home,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,172,"Teach older siblings how to play with, care for and attend to [name's] needs",home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,172,use a baby sling to allow [name] to see what is going on and interact with the family during activities she is too young to participate in.,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,172,"Use of local trails  and bike paths to access parks, library etc.",community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,172,We use a bike trailer to ride to local parks as a family. The trailer makes it easy for [name] to join us on our outings.,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,179,Accepting invitations to peers social gatherings. It can be difficult with busy schedules.  ,social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,179,As he gets older I want him to participate more on a daily basis. ,outing ,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,179,Ask daycare giver to do activities.,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,179,At some point introduce him to music classes. He is in a swim class and will continue to take him as he enjoys it very much.,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,179,"Balance work, play, and family time.",community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,179,Continue with routines.,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,179,"He is an active member of our family life. We have him involved in all the things we do as a family, such as eat together, etc.",home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,179,He is still very young and these are things we will want him to do and introduce as they become age appropriate.,chore,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,179,Introduce new activities that are age appropriate.,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,179,Introducing and engaging him in the various activities.,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,179,Practice and ask for assistance form therapists,basic care routine,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,179,Practice and practice works well with him.,chore,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,179,Practice on a daily basis.,play,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,179,Seek assistance.,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,179,We have him in a routine when appropriate such as sleep routine.,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,179,We live in a budget and have no opportunity to take a vacation but we plan to in the near future.,recreational,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,179,We practice various exercises with him every day even if it means just a few minutes a day.,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,179,"We try to make him part of the community as time allows, we plan to do more as he gets older and time permits.",community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,182,"At this time my 9 month old doesn't do much personal care, but singing and talking to him while changing him keeps him calm and happy and still.",basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,182,"Bedtime routine goes very well when my five year old and 9 month old take a bath with lavender wash, read books together, brush teeth, pray and turn on soothing music.",basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,182,He loves anything that involves music and loves to look at books with vibrant colors and real pictures.,play,home,4,,,,,,,,,,,,,,,,,,,,
