,Unnamed: 0.1,Unnamed: 0,ID,label,strategy,augmented_strategy,H_yx,predicted_label_null_x,correct_yx,H_yb,predicted_label_null_y,correct_yb,PVI
9833,13105,13105,78,4,"I'm not really sure how to answer any questions in this section, as my child isn't even sitting up unassisted yet or able to really communicate at all.  He's developmentally/cognitively 9 months old, and so cannot be expected to do any of this.  I do hope that one day he will be able to participate, but we have many other steps to accomplish first.","I don't really know how to answer anyquestions in this section, as my child isn't even sitting up unassisted yet or able to really communicate at all.",0.625437392,4,True,2.1962278431239506,0,False,1.5707904511239503
9834,13106,13106,78,4,"I'm not really sure how to answer any questions in this section, as my child isn't even sitting up unassisted yet or able to really communicate at all.  He's developmentally/cognitively 9 months old, and so cannot be expected to do any of this.  I do hope that one day he will be able to participate, but we have many other steps to accomplish first.","I don't think I can answer any of these questions though, because my son isn't old enough yet.",0.553757201,4,True,2.1962278431239506,0,False,1.6424706421239506
9835,13107,13107,78,4,"I'm not really sure how to answer any questions in this section, as my child isn't even sitting up unassisted yet or able to really communicate at all.  He's developmentally/cognitively 9 months old, and so cannot be expected to do any of this.  I do hope that one day he will be able to participate, but we have many other steps to accomplish first.","I cannot answer this question, as my child is just so young that he cannot sit up if I need him to.",0.698540786,4,True,2.1962278431239506,0,False,1.4976870571239504
9836,13108,13108,78,4,"I'm not really sure how to answer any questions in this section, as my child isn't even sitting up unassisted yet or able to really communicate at all.  He's developmentally/cognitively 9 months old, and so cannot be expected to do any of this.  I do hope that one day he will be able to participate, but we have many other steps to accomplish first.","However, you're only 9 months old and not well-advised to put the boy to bed by himself.",0.789649703,4,True,2.1962278431239506,0,False,1.4065781401239503
9837,13109,13109,78,4,"I'm not really sure how to answer any questions in this section, as my child isn't even sitting up unassisted yet or able to really communicate at all.  He's developmentally/cognitively 9 months old, and so cannot be expected to do any of this.  I do hope that one day he will be able to participate, but we have many other steps to accomplish first.","Can any of you come up with a strategy to answer a hypothetical question about a baby? For those who know what that means, you can give an answer to a hypothetical question.",1.35515441,4,True,2.1962278431239506,0,False,0.8410734331239507
9838,13110,13110,78,4,"I'm not really sure how to answer any questions in this section, as my child isn't even sitting up unassisted yet or able to really communicate at all.  He's developmentally/cognitively 9 months old, and so cannot be expected to do any of this.  I do hope that one day he will be able to participate, but we have many other steps to accomplish first.",I do not know how to answer any of these questions as I am not a caregiver yet so I can't help out. I've been doing this with my sister and we have been really successful in many ways but this is all I have experience with so I am not very knowledgeable.,0.633638962,4,True,2.1962278431239506,0,False,1.5625888811239506
9839,13111,13111,78,4,"I'm not really sure how to answer any questions in this section, as my child isn't even sitting up unassisted yet or able to really communicate at all.  He's developmentally/cognitively 9 months old, and so cannot be expected to do any of this.  I do hope that one day he will be able to participate, but we have many other steps to accomplish first.","I was not really sure how to answer any questions in this section, as my child isn't even sitting up unassisted yet or able to really communicate at all. He's developmentally/cognitively 9 months old, and so cannot be expected to do any of this. I do hope that one day he will be able to participate, but we have many other steps to accomplish first.",0.616361355,4,True,2.1962278431239506,0,False,1.5798664881239506
9844,13116,13116,78,4,"Due to COVID, my son only leaves the house for outdoor activities away from others, and doctor appointments.  He's in psychotherapy to help deal with the trauma he experienced during previous hospitalizations, since it makes new doctor appointments very difficult for him.",My son's psychotherapist says new doctor appointments would be very difficult for him due to the trauma he has suffered from past hospitalizations.,0.656315866,4,True,2.1962278431239506,0,False,1.539911977123951
9845,13117,13117,78,4,"Due to COVID, my son only leaves the house for outdoor activities away from others, and doctor appointments.  He's in psychotherapy to help deal with the trauma he experienced during previous hospitalizations, since it makes new doctor appointments very difficult for him.","In the coming months, the hospital will be monitoring my son for symptoms of COVID. I will notify you when we receive any new information about his condition, including any symptoms your family may experience.",0.812609413,4,True,2.1962278431239506,0,False,1.3836184301239505
9846,13118,13118,78,4,"Due to COVID, my son only leaves the house for outdoor activities away from others, and doctor appointments.  He's in psychotherapy to help deal with the trauma he experienced during previous hospitalizations, since it makes new doctor appointments very difficult for him.","Due to COVID, my son only leaves the house for outdoor activities away from others and doctor appointments.",0.633594403,4,True,2.1962278431239506,0,False,1.5626334401239506
9847,13119,13119,78,4,"Due to COVID, my son only leaves the house for outdoor activities away from others, and doctor appointments.  He's in psychotherapy to help deal with the trauma he experienced during previous hospitalizations, since it makes new doctor appointments very difficult for him.","Due to COVID, my son only leaves the house for outdoor activities away from others, and doctor appointments. HeÃ¢â‚¬â„¢s in psychotherapy to help deal with the trauma he experienced during previous hospitalizations, since it makes new doctor appointments very difficult for him.",0.625095575,4,True,2.1962278431239506,0,False,1.5711322681239506
9848,13120,13120,78,4,"Due to COVID, my son only leaves the house for outdoor activities away from others, and doctor appointments.  He's in psychotherapy to help deal with the trauma he experienced during previous hospitalizations, since it makes new doctor appointments very difficult for him.","My son wants to go grocery shopping, but his fear about people and strangers has made him avoid that. With that in mind, he has given up going with me to grocery store and prefers to go places alone.",0.645976794,4,True,2.1962278431239506,0,False,1.5502510491239505
9849,13121,13121,78,4,"Due to COVID, my son only leaves the house for outdoor activities away from others, and doctor appointments.  He's in psychotherapy to help deal with the trauma he experienced during previous hospitalizations, since it makes new doctor appointments very difficult for him.","I take my son to his doctor appointments, and for outdoor activities away from others. He's in psychotherapy to deal with the trauma he experienced during previous hospitalizations, since it makes new doctor appointments very difficult for him.",0.989089334,4,True,2.1962278431239506,0,False,1.2071385091239506
9850,13122,13122,78,4,"Due to COVID, my son only leaves the house for outdoor activities away from others, and doctor appointments.  He's in psychotherapy to help deal with the trauma he experienced during previous hospitalizations, since it makes new doctor appointments very difficult for him.","Because of COVID, my son only leaves the house for outdoor activities away from others, and doctor appointments. He's in psychotherapy to help deal with the trauma he experienced during previous hospitalizations, since it makes new doctor appointments very difficult for him.",0.658685466,4,True,2.1962278431239506,0,False,1.5375423771239505
9851,13123,13123,78,4,"Due to COVID, my son only leaves the house for outdoor activities away from others, and doctor appointments.  He's in psychotherapy to help deal with the trauma he experienced during previous hospitalizations, since it makes new doctor appointments very difficult for him.","Due to COVID, my son only leaves the house for outdoor activities away from others, and doctor appointments. He's in psychotherapy to help deal with the trauma he experienced during previous hospitalizations, since it makes new doctor appointments very difficult for him.",0.637982091,4,True,2.1962278431239506,0,False,1.5582457521239506
9852,13124,13124,78,4,"Due to COVID, my son only leaves the house for outdoor activities away from others, and doctor appointments.  He's in psychotherapy to help deal with the trauma he experienced during previous hospitalizations, since it makes new doctor appointments very difficult for him.","My son hasn't left the house since COVID so going to doctor's appointments alone is scary for him. Although he's in therapy, it's still difficult for him to be around others.",0.63228372,4,True,2.1962278431239506,0,False,1.5639441231239506
9862,13134,13134,01-027,0,Try to hold the same routine.,Try to hold the same routine if in the school.,1.428861906,0,True,1.7142213381829274,0,True,0.2853594321829273
9865,13137,13137,01-027,4,More involvement will happen as he grows up,More involvement will happen as he gets older,0.738109818,4,True,2.1962278431239506,0,False,1.4581180251239507
9866,13138,13138,01-027,4,More involvement will happen as he grows up,That means less involvement as he grows up.,0.654930092,4,True,2.1962278431239506,0,False,1.5412977511239507
9867,13139,13139,01-027,4,More involvement will happen as he grows up,His involvement will increase as he grows up,0.636556055,4,True,2.1962278431239506,0,False,1.5596717881239506
9868,13140,13140,01-027,4,More involvement will happen as he grows up,More involvement will happen as she grows up,0.79126479,4,True,2.1962278431239506,0,False,1.4049630531239503
9876,13148,13148,01-027,1,Try new things daily,Try new things everyday. Try to build confidence.,1.935778754,0,False,2.396652674106508,0,False,0.4608739201065079
9877,13149,13149,01-027,1,Try new things daily,Try new things daily: Take the initiative and try new things; be the best you can be; do not worry; do not be afraid.,1.417031927,1,True,2.396652674106508,0,False,0.979620747106508
9879,13151,13151,01-027,0,Work together to reach new goals each week.,Work together to reach new targets each week.,1.450550556,0,True,1.7142213381829274,0,True,0.2636707821829274
9883,13155,13155,01-027,0,Work together to reach new goals each week.,Work together to accomplish daily goals.,1.503442411,0,True,1.7142213381829274,0,True,0.2107789271829274
9884,13156,13156,01-027,0,Work together to reach new goals each week.,Work as a team once a week to reach new goals.,1.279784659,0,True,1.7142213381829274,0,True,0.4344366791829275
9886,13158,13158,01-028,2,Make a game - create a song- turn the chore into something she wants to do.,"Make - Create a game, create a song, turn the chore into something she wants to do.",1.23521252,2,True,2.7784193685741783,0,False,1.5432068485741783
9887,13159,13159,01-028,2,Make a game - create a song- turn the chore into something she wants to do.,Make a game. Turn the chore into something she wants to do.,1.220622487,2,True,2.7784193685741783,0,False,1.5577968815741785
9888,13160,13160,01-028,2,Make a game - create a song- turn the chore into something she wants to do.,"Make it into a game. When someone gives you a chore and you give it to her, it's almost like a game. When she gives you a task, you can make up a game to do it with her.",1.675776869,2,True,2.7784193685741783,0,False,1.1026424995741784
9889,13161,13161,01-028,2,Make a game - create a song- turn the chore into something she wants to do.,Make a game that makes the chore fun for her and turns her into the person she will be in the future.,1.305149152,2,True,2.7784193685741783,0,False,1.4732702165741782
9890,13162,13162,01-028,2,Make a game - create a song- turn the chore into something she wants to do.,Make a game-create a song-turn the chore into something she wants to do.,1.166819974,2,True,2.7784193685741783,0,False,1.6115993945741782
9891,13163,13163,01-028,2,Make a game - create a song- turn the chore into something she wants to do.,Make a game Ã¢â‚¬â€œ create a song Ã¢â‚¬â€œ turn the chore into something she wants to do.,1.135872717,2,True,2.7784193685741783,0,False,1.6425466515741782
9892,13164,13164,01-028,2,Make a game - create a song- turn the chore into something she wants to do.,Make a game - create a song - turn the chore into something she wants to do.,1.166819974,2,True,2.7784193685741783,0,False,1.6115993945741782
9893,13165,13165,01-028,2,Make a game - create a song- turn the chore into something she wants to do.,Make it a game or chore. Make it something she wants to do.,1.52000911,2,True,2.7784193685741783,0,False,1.2584102585741783
9894,13166,13166,01-028,2,Make a game - create a song- turn the chore into something she wants to do.,Make a game for your child to do chores. Turn the chore into something for her to want to do.,1.904900657,1,False,2.7784193685741783,0,False,0.8735187115741783
9896,13168,13168,01-028,0,Incorporate reading into bedtime routine.,Organize and read to your child when you go to bed.,1.338479568,0,True,1.7142213381829274,0,True,0.3757417701829275
9897,13169,13169,01-028,0,Incorporate reading into bedtime routine.,Incorporate reading into your bedtime routine.,1.427601841,0,True,1.7142213381829274,0,True,0.2866194971829274
9901,13173,13173,01-028,0,Take [name] to a mother/daughter yoga class,Take [name] on a night out in the city.,1.291047698,0,True,1.7142213381829274,0,True,0.4231736401829273
9902,13174,13174,01-028,0,Take [name] to a mother/daughter yoga class,Take [name] for a mother/daughter yoga class,1.341564692,0,True,1.7142213381829274,0,True,0.3726566461829275
9903,13175,13175,01-028,0,Take [name] to a mother/daughter yoga class,Take [name] to a motherloe/daughter yoga class.,1.447707443,0,True,1.7142213381829274,0,True,0.2665138951829273
9912,13184,13184,01-028,2,"When capable, ask her if she would like to try participating in different aspects of the activity","When she is capable, ask her if she would like to try different aspects of the activity.",2.418037012,1,False,2.7784193685741783,0,False,0.3603823565741781
9913,13185,13185,01-028,2,"When capable, ask her if she would like to try participating in different aspects of the activity","When the person is capable, ask her if she would like to try participating in different aspects of the activity.",2.294243286,1,False,2.7784193685741783,0,False,0.4841760825741783
9915,13187,13187,01-028,2,"When capable, ask her if she would like to try participating in different aspects of the activity","When capable, ask her if she wishes to try participating in different aspects of the activity.",2.080734385,1,False,2.7784193685741783,0,False,0.6976849835741783
9916,13188,13188,01-028,2,"When capable, ask her if she would like to try participating in different aspects of the activity","In home setting, after the girl is able, ask her if she would like to try participating in different aspects of the activity.",2.273427688,1,False,2.7784193685741783,0,False,0.5049916805741783
9917,13189,13189,01-028,2,"When capable, ask her if she would like to try participating in different aspects of the activity","As she is able, ask her if she would like to try participating in different aspects of the activity",2.242552001,1,False,2.7784193685741783,0,False,0.5358673675741783
9918,13190,13190,01-028,2,"When capable, ask her if she would like to try participating in different aspects of the activity","When she is capable, ask her if she would like to try taking part in different aspects of the activity.",2.562044533,1,False,2.7784193685741783,0,False,0.2163748355741783
9927,13199,13199,01-028,4,Child  does not attend pre-school (stay at home mom),Stay at home mom,1.841312505,0,False,2.1962278431239506,0,False,0.3549153381239505
9928,13200,13200,01-028,4,Child  does not attend pre-school (stay at home mom),Child does not attend pre-school.,1.141172008,4,True,2.1962278431239506,0,False,1.0550558351239503
9929,13201,13201,01-028,4,Child  does not attend pre-school (stay at home mom),Child does not attend pre-school (stay at home mom),0.93311574,4,True,2.1962278431239506,0,False,1.2631121031239507
9930,13202,13202,01-028,4,Child  does not attend pre-school (stay at home mom),Child cannot attend pre-school and/or daycare if you want them to develop socially and learn independence.,0.977577662,4,True,2.1962278431239506,0,False,1.2186501811239507
9931,13203,13203,01-028,4,Child  does not attend pre-school (stay at home mom),Child does not attend daycare (stay at home mom),0.986007973,4,True,2.1962278431239506,0,False,1.2102198701239506
9932,13204,13204,01-028,4,Child  does not attend pre-school (stay at home mom),Children donÃ¢â‚¬â„¢t go to pre-school (stay at home mom),1.395714298,4,True,2.1962278431239506,0,False,0.8005135451239507
9933,13205,13205,01-028,0,Bring [name] to a public event focused around children/families,Bring [name] to a public event for children/families.,1.484607305,0,True,1.7142213381829274,0,True,0.2296140331829275
9934,13206,13206,01-028,0,Bring [name] to a public event focused around children/families,Bring [name] to a public event focused on children/families,1.427873084,0,True,1.7142213381829274,0,True,0.2863482541829274
9938,13210,13210,01-028,0,Take advantage of seasonal activities (play in the yard),Take advantage of seasonal activities (Play in the yard or park),1.00847651,0,True,1.7142213381829274,0,True,0.7057448281829275
9939,13211,13211,01-028,0,Take advantage of seasonal activities (play in the yard),Play in the yard,1.260209194,0,True,1.7142213381829274,0,True,0.4540121441829274
9940,13212,13212,01-028,0,Take advantage of seasonal activities (play in the yard),Make the most out of seasonal activities (play in the yard),1.289634645,0,True,1.7142213381829274,0,True,0.4245866931829274
9941,13213,13213,01-028,0,Take advantage of seasonal activities (play in the yard),Take advantage of seasonal activities (playing in the yard.),1.180738992,0,True,1.7142213381829274,0,True,0.5334823461829274
9942,13214,13214,01-028,0,Take advantage of seasonal activities (play in the yard),Take advantage of family activities like backyard fun,1.524846464,0,True,1.7142213381829274,0,True,0.1893748741829275
9943,13215,13215,01-028,0,Take advantage of seasonal activities (play in the yard),Take advantage of seasonal activities (go swimming),1.011276573,0,True,1.7142213381829274,0,True,0.7029447651829275
9944,13216,13216,01-028,0,Interact with pets,Interact with friends,1.008707652,0,True,1.7142213381829274,0,True,0.7055136861829274
9945,13217,13217,01-028,0,Interact with pets,Interact with the local animals,1.052698022,0,True,1.7142213381829274,0,True,0.6615233161829275
9946,13218,13218,01-028,0,Interact with pets,Interact with pets to learn about them,1.276925202,0,True,1.7142213381829274,0,True,0.4372961361829275
9947,13219,13219,01-028,0,Interact with pets,Interact with pet friends,1.160727961,0,True,1.7142213381829274,0,True,0.5534933771829273
9949,13221,13221,01-028,0,Interact with pets,Interact with the dog,1.4844829,0,True,1.7142213381829274,0,True,0.2297384381829275
9951,13223,13223,01-028,0,Interact with pets,Interact with pets in the home setting:,1.403382091,0,True,1.7142213381829274,0,True,0.3108392471829273
9952,13224,13224,01-028,0,Dedicate specific time to the arts (ex. 1 hr a day),Dedicate specific time to play or the arts (ex. 1 hr a day),1.370967063,0,True,1.7142213381829274,0,True,0.3432542751829275
9953,13225,13225,01-028,0,Dedicate specific time to the arts (ex. 1 hr a day),Dedicate specific time to the arts (ex. 1 hr a day):,1.51217407,0,True,1.7142213381829274,0,True,0.2020472681829275
9954,13226,13226,01-028,0,Dedicate specific time to the arts (ex. 1 hr a day),"Plan specific, regular time for the arts (ex., 1 hr. a week)",1.300272413,0,True,1.7142213381829274,0,True,0.4139489251829273
9956,13228,13228,01-028,0,Dedicate specific time to the arts (ex. 1 hr a day),"Dedicate specific time to the arts in the home, such as 1/2 hour of every day",1.274088663,0,True,1.7142213381829274,0,True,0.4401326751829275
9958,13230,13230,01-028,0,Provide a clean environment ,Create a clean environment,1.193740974,0,True,1.7142213381829274,0,True,0.5204803641829274
9959,13231,13231,01-028,0,Provide a clean environment ,Provide a clean working environment,1.411975676,0,True,1.7142213381829274,0,True,0.3022456621829275
9961,13233,13233,01-028,0,Provide a clean environment ,Provide a clean environment to work,1.266380836,0,True,1.7142213381829274,0,True,0.4478405021829275
9962,13234,13234,01-028,0,Provide a clean environment ,Provide a clean home,1.449237247,0,True,1.7142213381829274,0,True,0.2649840911829275
9967,13239,13239,01-028,0,"Introduce new toys/activities, specific for her age",Introduce new toys/activities specific for her age,1.2293975,0,True,1.7142213381829274,0,True,0.4848238381829275
9968,13240,13240,01-028,0,"Introduce new toys/activities, specific for her age","Introduce new toys & activities, specific for her age",1.195747637,0,True,1.7142213381829274,0,True,0.5184737011829275
9969,13241,13241,01-028,0,"Introduce new toys/activities, specific for her age","Introduce new toys and activities, specific for her age",1.254799518,0,True,1.7142213381829274,0,True,0.4594218201829274
9970,13242,13242,01-028,0,"Introduce new toys/activities, specific for her age",Introduce new toys/activities and fun/funny stuff.,1.228654912,0,True,1.7142213381829274,0,True,0.4855664261829273
9971,13243,13243,01-028,0,"Introduce new toys/activities, specific for her age","Introduce new toys to the home, that will be specific for her age",1.161027135,0,True,1.7142213381829274,0,True,0.5531942031829273
9972,13244,13244,01-028,0,"Introduce new toys/activities, specific for her age","Bring new toys and activities into her room, specific to her age.",1.386240656,0,True,1.7142213381829274,0,True,0.3279806821829274
9973,13245,13245,01-028,0,"Introduce new toys/activities, specific for her age",Introduce new toys/activities that are specific for her age,1.210057081,0,True,1.7142213381829274,0,True,0.5041642571829275
9974,13246,13246,01-028,0,Take [name] to a drop in youth centre,Take [name] to drop in youth centre,1.341266166,0,True,1.7142213381829274,0,True,0.3729551721829274
9975,13247,13247,01-028,0,Take [name] to a drop in youth centre,Take [name] to drop in youth centre.,1.353572912,0,True,1.7142213381829274,0,True,0.3606484261829275
9979,13251,13251,01-028,0,Take [name] to a drop in youth centre,Take [name] to a youth centre,1.457276406,0,True,1.7142213381829274,0,True,0.2569449321829273
9980,13252,13252,01-028,0,Take [name] to a drop in youth centre,Do something fun together,1.018703615,0,True,1.7142213381829274,0,True,0.6955177231829275
9981,13253,13253,01-028,1,"Let her try new foods, drinks, + meet new people.",Let her try new foods and drinks,1.482443538,1,True,2.396652674106508,0,False,0.914209136106508
9982,13254,13254,01-028,1,"Let her try new foods, drinks, + meet new people.",Let her try new things and meet new people.,1.452543415,1,True,2.396652674106508,0,False,0.944109259106508
9983,13255,13255,01-028,1,"Let her try new foods, drinks, + meet new people.","Let her try new foods, drinks, and experiences.",1.494873186,1,True,2.396652674106508,0,False,0.901779488106508
9984,13256,13256,01-028,1,"Let her try new foods, drinks, + meet new people.","Let her try new foods, drinks and meet new people.",1.443578261,1,True,2.396652674106508,0,False,0.953074413106508
9985,13257,13257,01-028,1,"Let her try new foods, drinks, + meet new people.","Let her try new foods, drinks, + meet new friends.",1.605284807,1,True,2.396652674106508,0,False,0.7913678671065079
9986,13258,13258,01-028,1,"Let her try new foods, drinks, + meet new people.","Let her try new foods, drinks, and meet new people.",1.444230616,1,True,2.396652674106508,0,False,0.952422058106508
9994,13266,13266,01-028,0,"Have a safe area dedicated to her play (with mat, age appropriate toys, open)","A safe area dedicated to her play (with a mat, age appropriate toys, open)",1.370484845,0,True,1.7142213381829274,0,True,0.3437364931829274
9995,13267,13267,01-028,0,"Have a safe area dedicated to her play (with mat, age appropriate toys, open)","Have a safe area dedicated to her play (with mats, age appropriate toys, open space), which is non-permeable to liquids and liquids.",1.511573624,0,True,1.7142213381829274,0,True,0.2026477141829274
9996,13268,13268,01-028,0,"Have a safe area dedicated to her play (with mat, age appropriate toys, open)","Have a safe area dedicated to her play. (with mat, age appropriate toys, open)",1.362263725,0,True,1.7142213381829274,0,True,0.3519576131829274
9998,13270,13270,01-028,0,"Have a safe area dedicated to her play (with mat, age appropriate toys, open)","Have a safe area dedicated to her play (with a rug, age appropriate toys, open)",1.218791589,0,True,1.7142213381829274,0,True,0.4954297491829273
9999,13271,13271,01-028,0,"Have a safe area dedicated to her play (with mat, age appropriate toys, open)","Have a safe play area for her play: with a mat, age appropriate toys, open",1.371078384,0,True,1.7142213381829274,0,True,0.3431429541829274
10011,13365,13365,543,3,Repetition,"Learning how to do an activity is going to require repetition. Ultimately, you want to repeat what you have been doing over and over again in order to learn it faster.",2.574851597,4,False,2.8224563689442603,0,False,0.2476047719442604
10012,13366,13366,543,3,Repetition,Repetition is the key to mastering activities.,2.445259168,4,False,2.8224563689442603,0,False,0.3771972009442601
10013,13367,13367,543,3,Repetition,ACTIVITY (skill) Competence strategy - Repetition,1.778299311,3,True,2.8224563689442603,0,False,1.0441570579442605
10014,13368,13368,543,3,Repetition,"Repetition of the activity can increase oneÃ¢â‚¬â„¢s activity competency and performance, as will repetition of the activity in itself.",1.96552425,3,True,2.8224563689442603,0,False,0.8569321189442602
10015,13369,13369,543,3,Repetition,The repetition of a basic care routine can help the person develop skills in that area.,1.851378503,3,True,2.8224563689442603,0,False,0.9710778659442604
10018,13372,13372,543,3,Repetition,"Repetition can provide a strong foundation for competency, especially in basic care routines.",1.999986585,4,False,2.8224563689442603,0,False,0.8224697839442603
10019,13373,13373,543,3,Repetition,Repetition can help with this task.,1.907276566,2,False,2.8224563689442603,0,False,0.9151798029442604
10020,13374,13374,543,3,Repetition,This strategy is related to basic care routine in home setting: repetition,1.841607577,3,True,2.8224563689442603,0,False,0.9808487919442604
10021,13375,13375,543,0,Having enough time,Having enough time to relax around,1.177111992,0,True,1.7142213381829274,0,True,0.5371093461829275
10022,13376,13376,543,0,Having enough time,Having enough time for your project,1.430516473,0,True,1.7142213381829274,0,True,0.2837048651829275
10029,13383,13383,543,1,Include my daughter in their activities,: Include my daughter in their activities.,1.716647082,4,False,2.396652674106508,0,False,0.680005592106508
10030,13384,13384,543,1,Include my daughter in their activities,LetÃ¢â‚¬â„¢s take care of my daughter.,1.875835924,1,True,2.396652674106508,0,False,0.520816750106508
10032,13386,13386,543,1,Include my daughter in their activities,Take part in their activities.,1.970344926,0,False,2.396652674106508,0,False,0.4263077481065078
10033,13387,13387,543,1,Include my daughter in their activities,I encourage my daughter to do what she wants to do.,1.418996234,1,True,2.396652674106508,0,False,0.977656440106508
10034,13388,13388,543,2,Giving choices,Giving choices and suggestions,1.793943429,2,True,2.7784193685741783,0,False,0.9844759395741782
10035,13389,13389,543,2,Giving choices,Making selections based on what you like:,1.083769355,2,True,2.7784193685741783,0,False,1.6946500135741782
10037,13391,13391,543,2,Giving choices,Giving options can encourage kids to learn new skills.,1.851644605,2,True,2.7784193685741783,0,False,0.9267747635741784
10038,13392,13392,543,2,Giving choices,For example: Is there something you would like me to do that is the same every day?,2.007428708,2,True,2.7784193685741783,0,False,0.7709906605741783
10039,13393,13393,543,0,Repeated participation in celebrations,Repeated participation in special events and festivals,1.089404294,0,True,1.7142213381829274,0,True,0.6248170441829275
10041,13395,13395,543,0,Repeated participation in celebrations,Attitudes and beliefs with respect to the environment,1.486566232,0,True,1.7142213381829274,0,True,0.2276551061829275
10043,13397,13397,543,0,Repeated participation in celebrations,Participation in celebrations and group functions,1.309778497,0,True,1.7142213381829274,0,True,0.4044428411829275
10045,13399,13399,543,1,I let her play with what she finds however she wants to play with it,I let her see what she finds.,1.481887881,1,True,2.396652674106508,0,False,0.914764793106508
10046,13400,13400,543,1,I let her play with what she finds however she wants to play with it,I let her play with what she finds however she wants.,1.41887552,1,True,2.396652674106508,0,False,0.977777154106508
10047,13401,13401,543,1,I let her play with what she finds however she wants to play with it,I let her play with what she finds in her own way as long as she gets as much enjoyment as possible.,1.403235952,1,True,2.396652674106508,0,False,0.993416722106508
10048,13402,13402,543,1,I let her play with what she finds however she wants to play with it,Let her play with what she finds however she wants to play with it.,1.376709236,1,True,2.396652674106508,0,False,1.019943438106508
10049,13403,13403,543,1,I let her play with what she finds however she wants to play with it,I let her take what she finds however she wants to play with it.,1.539874614,1,True,2.396652674106508,0,False,0.856778060106508
10050,13404,13404,543,1,I let her play with what she finds however she wants to play with it,I show her what she has found and let her play however she wants.,1.499022854,1,True,2.396652674106508,0,False,0.897629820106508
10051,13405,13405,543,1,I let her play with what she finds however she wants to play with it,Let her play with what she finds however she wants.,1.352170077,1,True,2.396652674106508,0,False,1.044482597106508
10053,13407,13407,543,0,Showing her what I want done,Seeing her face at home,1.317416077,0,True,1.7142213381829274,0,True,0.3968052611829273
10055,13409,13409,543,0,Talking it through,Talking it through with your boss,1.520391787,0,True,1.7142213381829274,0,True,0.1938295511829273
10056,13410,13410,543,0,Talking it through,Talk it through,1.469232914,0,True,1.7142213381829274,0,True,0.2449884241829274
10068,13422,13422,543,3,Repeating the activity ,"To develop competency, repeat the activity.",2.171646736,1,False,2.8224563689442603,0,False,0.6508096329442603
10070,13424,13424,543,3,Repeating the activity ,"To practice the activity, it would be best to do it again and again until you reach a level of mastery.",2.315949035,4,False,2.8224563689442603,0,False,0.5065073339442603
10071,13425,13425,543,3,Repeating the activity ,Repeating the activity,2.38666465,0,False,2.8224563689442603,0,False,0.4357917189442601
10072,13426,13426,543,3,Repeating the activity ,Repetition of Task Competence,1.833749555,2,False,2.8224563689442603,0,False,0.9887068139442604
10073,13427,13427,543,3,Repeating the activity ,Developing a habit of doing the activity,2.100344089,2,False,2.8224563689442603,0,False,0.7221122799442603
10075,13429,13429,543,3,Repeating the activity ,Repeating the activity can help build the necessary competency to do it,2.220159236,2,False,2.8224563689442603,0,False,0.6022971329442601
10076,13430,13430,543,3,Repeating the activity ,Reciprocal activities are intended to be repeated so that one can get absorbed and have fun.,2.497542555,1,False,2.8224563689442603,0,False,0.3249138139442604
10077,13431,13431,543,3,Repeating the activity ,Repetition can be a way to feel competency that you can complete an activity at least once.,2.034543141,2,False,2.8224563689442603,0,False,0.7879132279442604
10078,13432,13432,543,3,Repeating the activity ,"The Strategy enables a recreational group member to replicate the activity, but in the context of recreation on their terms.",2.107891456,2,False,2.8224563689442603,0,False,0.7145649129442604
10079,13433,13433,543,3,Repeating the activity ,Playing the same activity over and over can help develop the activity-competence in the recreational setting.,2.000741694,2,False,2.8224563689442603,0,False,0.8217146749442605
10081,13435,13435,543,2,We let her do what she wants and encourage her to try new activities if she wants to,We give her choices and we let her decide what she wants to do.,2.474228668,1,False,2.7784193685741783,0,False,0.3041907005741784
10082,13436,13436,543,2,We let her do what she wants and encourage her to try new activities if she wants to,We allow her to do what ever interests her and encourage her to try new activities if she wants to.,2.485077108,1,False,2.7784193685741783,0,False,0.2933422605741782
10083,13437,13437,543,2,We let her do what she wants and encourage her to try new activities if she wants to,"We encourage her to try new activities and do what she wants, because her preference is for what is best for her.",2.525040598,1,False,2.7784193685741783,0,False,0.2533787705741783
10085,13439,13439,543,2,We let her do what she wants and encourage her to try new activities if she wants to,We let the person do what she wants and encourage her to try new things if she wants to,2.034431202,1,False,2.7784193685741783,0,False,0.7439881665741783
10086,13440,13440,543,3,Having family members assist,Having family members assist is a great way to build confidence.,2.615999145,0,False,2.8224563689442603,0,False,0.2064572239442603
10087,13441,13441,543,3,Having family members assist,Assisting family members with activities and maintaining fitness levels,2.296065069,0,False,2.8224563689442603,0,False,0.5263912999442604
10088,13442,13442,543,3,Having family members assist,Have family members assist with activities to get in shape.,2.614190907,0,False,2.8224563689442603,0,False,0.2082654619442605
10089,13443,13443,543,3,Having family members assist,A Community Competence strategy: Having family members assist,1.798047662,3,True,2.8224563689442603,0,False,1.0244087069442602
10090,13444,13444,543,3,Having family members assist,"a) Develop the family memberÃ¢â‚¬â„¢s competence in an activity (i.e., o ; have family members assist) b) Identify the community resources and partners for the family member and family member.",2.203745172,0,False,2.8224563689442603,0,False,0.6187111969442602
10091,13445,13445,543,3,Having family members assist,Having family members assist in an activity can make life easier for people with disabilities.,2.221519358,0,False,2.8224563689442603,0,False,0.6009370109442602
