,Unnamed: 0.1,Unnamed: 0,ID,label,strategy,augmented_strategy,H_yx,predicted_label_null_x,correct_yx,H_yb,predicted_label_null_y,correct_yb,PVI
5578,8077,8077,325,3,more practice- he gets better as he does these things more,he gets better as he does these things more,2.048114501,4,FALSE,2.8224563689442603,0,FALSE,0.7743418679442602
5579,8078,8078,325,3,more practice- he gets better as he does these things more,he gets better as he does these things more,2.048114501,4,FALSE,2.8224563689442603,0,FALSE,0.7743418679442602
5580,8079,8079,325,3,more practice- he gets better as he does these things more,he gets better as he does these things more,2.048114501,4,FALSE,2.8224563689442603,0,FALSE,0.7743418679442602
5581,8080,8080,325,3,more practice- he gets better as he does these things more,he gets better as he does these things more,2.048114501,4,FALSE,2.8224563689442603,0,FALSE,0.7743418679442602
5582,8081,8081,325,3,more practice- he gets better as he does these things more,more practice- he gets better when he does these things more,1.577740268,3,TRUE,2.8224563689442603,0,FALSE,1.2447161009442604
5583,8082,8082,325,3,more practice- he gets better as he does these things more,more practice- he gets better when he does these things more,1.577740268,3,TRUE,2.8224563689442603,0,FALSE,1.2447161009442604
5584,8083,8083,325,3,more practice- he gets better as he does these things more,more practice- he gets better when he does these things more,1.577740268,3,TRUE,2.8224563689442603,0,FALSE,1.2447161009442604
5585,8084,8084,325,3,more practice- he gets better as he does these things more,more practice- he gets better when he does these things more,1.577740268,3,TRUE,2.8224563689442603,0,FALSE,1.2447161009442604
5586,8085,8085,325,3,more practice- he gets better as he does these things more,more practice- he gets better when he does these things more,1.577740268,3,TRUE,2.8224563689442603,0,FALSE,1.2447161009442604
5592,8091,8091,325,3,more practice- he gets better as he does these things more,practice - he gets better as he does these things more,1.632541788,3,TRUE,2.8224563689442603,0,FALSE,1.1899145809442604
5593,8092,8092,325,3,more practice- he gets better as he does these things more,practice - he gets better as he does these things more,1.632541788,3,TRUE,2.8224563689442603,0,FALSE,1.1899145809442604
5594,8093,8093,325,3,more practice- he gets better as he does these things more,practice - he gets better as he does these things more,1.632541788,3,TRUE,2.8224563689442603,0,FALSE,1.1899145809442604
5595,8094,8094,325,3,more practice- he gets better as he does these things more,practice - he gets better as he does these things more,1.632541788,3,TRUE,2.8224563689442603,0,FALSE,1.1899145809442604
5596,8095,8095,325,3,more practice- he gets better as he does these things more,practice - he gets better as he does these things more,1.632541788,3,TRUE,2.8224563689442603,0,FALSE,1.1899145809442604
5597,8096,8096,325,3,more practice- he gets better as he does these things more,He gets better as he does more of these things,1.96768988,4,FALSE,2.8224563689442603,0,FALSE,0.8547664889442603
5598,8097,8097,325,3,more practice- he gets better as he does these things more,He gets better as he does more of these things,1.96768988,4,FALSE,2.8224563689442603,0,FALSE,0.8547664889442603
5599,8098,8098,325,3,more practice- he gets better as he does these things more,He gets better as he does more of these things,1.96768988,4,FALSE,2.8224563689442603,0,FALSE,0.8547664889442603
5600,8099,8099,325,3,more practice- he gets better as he does these things more,He gets better as he does more of these things,1.96768988,4,FALSE,2.8224563689442603,0,FALSE,0.8547664889442603
5601,8100,8100,325,3,more practice- he gets better as he does these things more,He gets better as he does more of these things,1.96768988,4,FALSE,2.8224563689442603,0,FALSE,0.8547664889442603
5834,8333,8333,325,3,instruct manners,Social competence strategies include teaching manners.,1.984631401,2,FALSE,2.8224563689442603,0,FALSE,0.8378249679442604
5836,8335,8335,325,3,instruct manners,How to hone your communication skills through the delivery of instruction and coaching,1.904926258,0,FALSE,2.8224563689442603,0,FALSE,0.9175301109442604
5842,8341,8341,325,3,instruct manners,". At home, teach manners.",1.681942713,3,TRUE,2.8224563689442603,0,FALSE,1.1405136559442604
5923,8422,8422,325,3,repetition,Repetition is good for a person's activity competency.,2.006507602,2,FALSE,2.8224563689442603,0,FALSE,0.8159487669442602
5929,8428,8428,325,3,repetition,"For an in home setting, repetition helps build competency.",1.851178531,3,TRUE,2.8224563689442603,0,FALSE,0.9712778379442604
5931,8430,8430,325,3,repetition,Repetition is a powerful training tool.,2.005766737,4,FALSE,2.8224563689442603,0,FALSE,0.8166896319442603
5932,8431,8431,325,3,repetition,Competence strategies in home in home setting: repetition,1.644276835,3,TRUE,2.8224563689442603,0,FALSE,1.1781795339442602
5940,8439,8439,325,3,coach,Competence - To coach,1.90776564,3,TRUE,2.8224563689442603,0,FALSE,0.9146907289442604
5944,8443,8443,325,3,coach,Community-sponsored in community setting: coach,1.730461076,3,TRUE,2.8224563689442603,0,FALSE,1.0919952929442602
5962,8461,8461,325,3,repetition and practice,The activity competency strategy is repetition and practice.,1.967608149,2,FALSE,2.8224563689442603,0,FALSE,0.8548482199442604
5963,8462,8462,325,3,repetition and practice,Repetition and practice can help you build expertise as a teacher.,2.030429387,4,FALSE,2.8224563689442603,0,FALSE,0.7920269819442605
5964,8463,8463,325,3,repetition and practice,Repetition and practice are the key to successfully developing activity competencies.,2.056155616,3,TRUE,2.8224563689442603,0,FALSE,0.7663007529442605
5968,8467,8467,325,3,repetition and practice,How can you improve your activity competency when you're doing a chore? Through repetition and practice.,1.735332769,3,TRUE,2.8224563689442603,0,FALSE,1.0871235999442603
5972,8471,8471,325,3,repetition and practice,Activity practice of a task will help a child to acquire competence.,1.831959936,2,FALSE,2.8224563689442603,0,FALSE,0.9904964329442604
6015,8514,8514,325,3,repetition of instructions ,The repetition of instructions is necessary for achieving competence in the basic care routine.,1.856122174,3,TRUE,2.8224563689442603,0,FALSE,0.9663341949442604
6017,8516,8516,325,3,repetition of instructions ,"Repetition of instructions, both by caregiver and client, is a great way to build competency.",2.021274792,2,FALSE,2.8224563689442603,0,FALSE,0.8011815769442605
6021,8520,8520,325,3,repetition of instructions ,Repetition in instructions can build the childÃ¢â‚¬â„¢s confidence and understanding about the task.,1.788200357,3,TRUE,2.8224563689442603,0,FALSE,1.0342560119442603
6022,8521,8521,325,3,repetition of instructions ,The repetition of instructions leads to increased competence in the care routine at home.,1.876950265,3,TRUE,2.8224563689442603,0,FALSE,0.9455061039442604
6023,8522,8522,325,3,repetition of instructions ,Strategies to develop competence for basic care routines include repetition of instructions.,1.591014563,3,TRUE,2.8224563689442603,0,FALSE,1.2314418059442602
6024,8523,8523,325,3,teach personal space,Strategy: Teach personal space,1.67914465,3,TRUE,2.8224563689442603,0,FALSE,1.1433117189442603
6025,8524,8524,325,3,teach personal space,Teach personal space,1.998440101,0,FALSE,2.8224563689442603,0,FALSE,0.8240162679442604
6029,8528,8528,325,3,teach personal space,Strategy: Teach your child some personal space.,1.87892169,3,TRUE,2.8224563689442603,0,FALSE,0.9435346789442602
6035,8534,8534,325,3,teach personal space,a. Teach personal space,1.817695372,3,TRUE,2.8224563689442603,0,FALSE,1.0047609969442604
6212,8711,8711,392,3,"Improved hand coordination and use for holding crayons, paint brushes, etc.","Improve hand coordination and practice for holding crayons, paint brushes, etc.",2.058558484,1,FALSE,2.8224563689442603,0,FALSE,0.7638978849442601
6213,8712,8712,392,3,"Improved hand coordination and use for holding crayons, paint brushes, etc.","Improved hand coordination - Use for holding crayons, paint brushes, etc.",1.802130617,3,TRUE,2.8224563689442603,0,FALSE,1.0203257519442603
6216,8715,8715,392,3,Understand how to do more on a tablet,Learn to do more with a tablet,1.651907144,3,TRUE,2.8224563689442603,0,FALSE,1.1705492249442604
6217,8716,8716,392,3,Understand how to do more on a tablet,How to do more on a tablet using a multi-tasking strategy.,1.805009052,2,FALSE,2.8224563689442603,0,FALSE,1.0174473169442604
6218,8717,8717,392,3,Understand how to do more on a tablet,Understanding how to do more on a tablet (a phone),1.751027645,3,TRUE,2.8224563689442603,0,FALSE,1.0714287239442604
6219,8718,8718,392,3,Understand how to do more on a tablet,Understand more on a tablet,1.950041137,3,TRUE,2.8224563689442603,0,FALSE,0.8724152319442604
6220,8719,8719,392,3,Understand how to do more on a tablet,Understand why people do more than tap on a touch screen,1.935652427,3,TRUE,2.8224563689442603,0,FALSE,0.8868039419442604
6221,8720,8720,392,3,Understand how to do more on a tablet,Learn how to do more on a tablet,1.71918492,3,TRUE,2.8224563689442603,0,FALSE,1.1032714489442603
6222,8721,8721,392,3,Understand how to do more on a tablet,Understanding how to do more on a tablet,1.849020945,0,FALSE,2.8224563689442603,0,FALSE,0.9734354239442604
6224,8723,8723,392,3,Understand how to do more on a tablet,To understand how to do more on a tablet.,1.884670536,2,FALSE,2.8224563689442603,0,FALSE,0.9377858329442604
6225,8724,8724,392,3,Understand how to do more on a tablet,Learn to do more on a tablet,1.747964227,0,FALSE,2.8224563689442603,0,FALSE,1.0744921419442603
6238,8737,8737,392,3,Learn to help washing face and hands,Learn to help your child washing his face and hands,1.994092983,1,FALSE,2.8224563689442603,0,FALSE,0.8283633859442603
6239,8738,8738,392,3,Learn to help washing face and hands,Help cleaning the face and hands,1.75454275,3,TRUE,2.8224563689442603,0,FALSE,1.0679136189442604
6240,8739,8739,392,3,Learn to help washing face and hands,Learning to wash your own face and hands:,1.439732596,3,TRUE,2.8224563689442603,0,FALSE,1.3827237729442603
6241,8740,8740,392,3,Learn to help washing face and hands,Learn to help wash face and hands,1.630804182,3,TRUE,2.8224563689442603,0,FALSE,1.1916521869442602
6242,8741,8741,392,3,Learn to help washing face and hands,Learn how to help washing face and hands,1.668490922,3,TRUE,2.8224563689442603,0,FALSE,1.1539654469442604
6243,8742,8742,392,3,Learn to help washing face and hands,Learn to help washing your face and hands,1.678010956,3,TRUE,2.8224563689442603,0,FALSE,1.1444454129442605
6244,8743,8743,392,3,Learn to help washing face and hands,Learn to help with washing face and hands,1.598996302,3,TRUE,2.8224563689442603,0,FALSE,1.2234600669442603
6245,8744,8744,392,3,Learn to help washing face and hands,a) Learn to help washing face and hands,1.826299992,1,FALSE,2.8224563689442603,0,FALSE,0.9961563769442604
6246,8745,8745,392,3,Learn to help washing face and hands,Learn self-care help washing face and hands.,1.803797722,3,TRUE,2.8224563689442603,0,FALSE,1.0186586469442602
6248,8747,8747,392,3,Learn to help getting dressed,Learn to help a friend get dressed,1.729251421,3,TRUE,2.8224563689442603,0,FALSE,1.0932049479442605
6249,8748,8748,392,3,Learn to help getting dressed,Helping to get dressed,2.049291494,0,FALSE,2.8224563689442603,0,FALSE,0.7731648749442601
6252,8751,8751,392,3,Learn to help getting dressed,Learn to help getting dressed in the morning,1.670625184,0,FALSE,2.8224563689442603,0,FALSE,1.1518311849442604
6254,8753,8753,392,3,Learn to help getting dressed,Learn to help put one'sself on,1.723363404,3,TRUE,2.8224563689442603,0,FALSE,1.0990929649442602
6255,8754,8754,392,3,Learn to help getting dressed,Learn to help getting dressed and help with bathing.,1.524501567,3,TRUE,2.8224563689442603,0,FALSE,1.2979548019442604
6256,8755,8755,392,3,Learn to help getting dressed,Learn to help you get dressed,1.795549899,3,TRUE,2.8224563689442603,0,FALSE,1.0269064699442605
6257,8756,8756,392,3,Learn to help getting dressed,Learn to help get dressed.,1.778020298,3,TRUE,2.8224563689442603,0,FALSE,1.0444360709442604
6258,8757,8757,392,3,Learn to feed herself with spoon,"Learn to feed herself with a spoon, using cutlery and finger foods",1.460464755,3,TRUE,2.8224563689442603,0,FALSE,1.3619916139442605
6259,8758,8758,392,3,Learn to feed herself with spoon,Learn to eat food using a spoon.,1.584580836,3,TRUE,2.8224563689442603,0,FALSE,1.2378755329442603
6260,8759,8759,392,3,Learn to feed herself with spoon,Learn to feed herself with a spoon,1.669767762,3,TRUE,2.8224563689442603,0,FALSE,1.1526886069442603
6261,8760,8760,392,3,Learn to feed herself with spoon,Learn to feed her self with a spoon,1.668619403,3,TRUE,2.8224563689442603,0,FALSE,1.1538369659442604
6262,8761,8761,392,3,Learn to feed herself with spoon,Learn to feed herself with a spoon.,1.802666005,3,TRUE,2.8224563689442603,0,FALSE,1.0197903639442605
6263,8762,8762,392,3,Learn to feed herself with spoon,Learn to make her own food with spoon.,1.875805942,3,TRUE,2.8224563689442603,0,FALSE,0.9466504269442604
6274,8773,8773,392,3,Help her get around to access toys,Help her around to find the toys,2.080580067,0,FALSE,2.8224563689442603,0,FALSE,0.7418763019442602
6277,8776,8776,392,3,Help her get around to access toys,Help her move around to access toys,1.746786565,3,TRUE,2.8224563689442603,0,FALSE,1.0756698039442605
6278,8777,8777,392,3,Help her get around to access toys,Help her get around to access her toys,1.957000761,1,FALSE,2.8224563689442603,0,FALSE,0.8654556079442604
6280,8779,8779,392,3,Help her get around to access toys,Help her move around to access the toys,1.911479428,3,TRUE,2.8224563689442603,0,FALSE,0.9109769409442604
6285,8784,8784,392,3,Help her get around to access toys,Help her move around to find toys,2.029372808,1,FALSE,2.8224563689442603,0,FALSE,0.7930835609442601
6329,8828,8828,01-042,3,Practise,Competence strategy: Practise,1.808682142,3,TRUE,2.8224563689442603,0,FALSE,1.0137742269442602
6330,8829,8829,01-042,3,Practise,Competing at activities: Practice,1.845063717,0,FALSE,2.8224563689442603,0,FALSE,0.9773926519442604
6332,8831,8831,01-042,3,Practise,How do you learn to get your chores done?,1.993194899,3,TRUE,2.8224563689442603,0,FALSE,0.8292614699442604
6335,8834,8834,01-042,3,Practise,Practising making pies is a way to be useful and competent at your chore.,2.04133295,2,FALSE,2.8224563689442603,0,FALSE,0.7811234189442602
6336,8835,8835,01-042,3,Practise,"A possible strategy to help a family member or friend with their chores, especially ones that are often overlooked, is to practice doing them.",2.053878584,2,FALSE,2.8224563689442603,0,FALSE,0.7685777849442603
6423,8922,8922,01-042,3,Sibling support-siblings teach/encourage/mentor,Support from siblings-siblings teach/encourage/mentor,1.678020862,3,TRUE,2.8224563689442603,0,FALSE,1.1444355069442604
6426,8925,8925,01-042,3,Sibling support-siblings teach/encourage/mentor,Sibling support/coach - siblings teach/encourage/mentor,1.600812579,3,TRUE,2.8224563689442603,0,FALSE,1.2216437899442605
6427,8926,8926,01-042,3,Sibling support-siblings teach/encourage/mentor,Sibling Support-Siblings teach/encourage/mentor,1.642878671,3,TRUE,2.8224563689442603,0,FALSE,1.1795776979442605
6428,8927,8927,01-042,3,Sibling support-siblings teach/encourage/mentor,Sibling support: encourage / teach/mentor your siblings,1.829311292,3,TRUE,2.8224563689442603,0,FALSE,0.9931450769442602
6429,8928,8928,01-042,3,Sibling support-siblings teach/encourage/mentor,Sibling support-siblings teaching/encouraging/mentoring,1.559440135,3,TRUE,2.8224563689442603,0,FALSE,1.2630162339442603
6430,8929,8929,01-042,3,Sibling support-siblings teach/encourage/mentor,Siblings teach/encourage/mentor on the playground,1.957776871,3,TRUE,2.8224563689442603,0,FALSE,0.8646794979442602
6431,8930,8930,01-042,3,Sibling support-siblings teach/encourage/mentor,Siblings support - siblings teach/encourage/mentor,1.712466419,3,TRUE,2.8224563689442603,0,FALSE,1.1099899499442605
6432,8931,8931,01-042,3,Sibling support-siblings teach/encourage/mentor,Sibling support - siblings teach/encourage/mentor,1.642878671,3,TRUE,2.8224563689442603,0,FALSE,1.1795776979442605
6433,8932,8932,01-042,3,Sibling support-siblings teach/encourage/mentor,Sibling support is teaching one another how to do something.,2.017629471,0,FALSE,2.8224563689442603,0,FALSE,0.8048268979442605
6434,8933,8933,01-042,3,Sibling support-siblings teach/encourage/mentor,"During game play, siblings support one anotherÃ¢â‚¬â„¢s play. For instance, they might teach each other how to use their phone.",1.863266507,3,TRUE,2.8224563689442603,0,FALSE,0.9591898619442604
6451,8950,8950,01-042,3,Hand-over-hand teaching,Hand-over-hand teaching allows the student to learn directly from the teacher.,1.674948644,3,TRUE,2.8224563689442603,0,FALSE,1.1475077249442602
6452,8951,8951,01-042,3,Hand-over-hand teaching,Hands-on teaching provides an opportunity to teach concepts one at a time.,2.053130215,2,FALSE,2.8224563689442603,0,FALSE,0.7693261539442604
6453,8952,8952,01-042,3,Hand-over-hand teaching,Teaching by doing a certain activity Hand -Over -Hand Teaching can be done by any active learner.,1.558845537,3,TRUE,2.8224563689442603,0,FALSE,1.2636108319442605
6458,8957,8957,01-042,3,Hand-over-hand teaching,A family can be taught how to use a hand dryer through hands-on instruction in an activity such as washing laundry.,1.841673533,3,TRUE,2.8224563689442603,0,FALSE,0.9807828359442604
6460,8959,8959,01-042,3,Hand-over-hand teaching,"Teaching a child to wash his hands before he eats is an old practice, but still works.",1.900290703,4,FALSE,2.8224563689442603,0,FALSE,0.9221656659442604
6461,8960,8960,01-042,3,Hand-over-hand teaching,"Teaching through practice: hand-on teaching, and practice, practice. Start with demonstrating one skill to the child and then, after demonstrating the skill, incorporate a little more skill into the practice, repeating the behavior.",1.819421088,2,FALSE,2.8224563689442603,0,FALSE,1.0030352809442604
6501,9000,9000,01-042,3,"Hand-over-hand guidance, i.e. holding her hand while stirring","While stirring, you help her hand with yours, so she can feel good about what she's doing.",2.043222842,1,FALSE,2.8224563689442603,0,FALSE,0.7792335269442603
6504,9003,9003,01-042,3,"Hand-over-hand guidance, i.e. holding her hand while stirring",Help her to stir the dough by holding her hand.,2.049757291,1,FALSE,2.8224563689442603,0,FALSE,0.7726990779442602
6512,9011,9011,01-042,3,Inclusion facilitator - 1-on-1 help for [name],[name] - 1-on-1 help [name],1.67373127,3,TRUE,2.8224563689442603,0,FALSE,1.1487250989442603
6513,9012,9012,01-042,3,Inclusion facilitator - 1-on-1 help for [name],Inclusion Facilitator - 1-on-1 help for [name],1.556628058,3,TRUE,2.8224563689442603,0,FALSE,1.2658283109442603
6514,9013,9013,01-042,3,Inclusion facilitator - 1-on-1 help for [name],The inclusion facilitator will provide 1-on-1 help for [name].,1.950956466,3,TRUE,2.8224563689442603,0,FALSE,0.8714999029442603
6516,9015,9015,01-042,3,Inclusion facilitator - 1-on-1 help for [name],One-on-one help for [name],1.732805976,2,FALSE,2.8224563689442603,0,FALSE,1.0896503929442602
6517,9016,9016,01-042,3,Inclusion facilitator - 1-on-1 help for [name],in daycare/preschool setting: inclusion facilitator -- 1-on-1 help for [name],1.485340116,3,TRUE,2.8224563689442603,0,FALSE,1.3371162529442604
6518,9017,9017,01-042,3,Inclusion facilitator - 1-on-1 help for [name],"For [name], the inclusion facilitator will provide specific 1-on-1 help in every aspect of inclusion that she can, using her own knowledge of the child's and family's situation.",1.982651413,3,TRUE,2.8224563689442603,0,FALSE,0.8398049559442604
6519,9018,9018,01-042,3,Inclusion facilitator - 1-on-1 help for [name],Inclusion facilitator - 1-on-1 to help [name],1.728401761,2,FALSE,2.8224563689442603,0,FALSE,1.0940546079442603
6521,9020,9020,01-042,3,Inclusion facilitator - 1-on-1 help for [name],a. To get extra support for [name]: in daycare/preschool setting: Inclusion facilitator - 1-on-1 help for [name],1.687651151,3,TRUE,2.8224563689442603,0,FALSE,1.1348052179442605
6601,9100,9100,01-042,3,Lots of practise,Lots of practice helps to make sure that you can do the activity competently.,1.71580128,3,TRUE,2.8224563689442603,0,FALSE,1.1066550889442603
6609,9108,9108,01-042,3,Lots of practise,Lots of practise can help you gain the activities competency in a basic care routine,1.701658816,3,TRUE,2.8224563689442603,0,FALSE,1.1207975529442604
6611,9110,9110,01-042,3,Lots of practise,"Become proficient at basic care, such as diapering, and washing hands, by practising several times a day.",2.020406555,0,FALSE,2.8224563689442603,0,FALSE,0.8020498139442602
7627,10225,10225,990,3,"Helping a child to participate in cleaning up, meal preparation, taking care of pets and household chores","Helping a child participate in cleaning up, meal planning, taking care of pets and household chores",1.860660214,0,FALSE,2.8224563689442603,0,FALSE,0.9617961549442604
7628,10226,10226,990,3,"Helping a child to participate in cleaning up, meal preparation, taking care of pets and household chores","Helping a child to take part in cleaning up, meal preparation, taking care of pets and household chores",1.86225522,0,FALSE,2.8224563689442603,0,FALSE,0.9602011489442605
7629,10227,10227,990,3,"Helping a child to participate in cleaning up, meal preparation, taking care of pets and household chores","Helping a child participate in cleaning up, meal preparation, pets and household chores",1.797376636,3,TRUE,2.8224563689442603,0,FALSE,1.0250797329442602
7630,10228,10228,990,3,"Helping a child to participate in cleaning up, meal preparation, taking care of pets and household chores","Helping a child to participate in cleaning up, meal preparation, taking care of pets, and household chores",1.819299997,0,FALSE,2.8224563689442603,0,FALSE,1.0031563719442604
7632,10230,10230,990,3,"Helping a child to participate in cleaning up, meal preparation, taking care of pets and household chores","Helping a child to participate in cleaning up, meal preparation, preparing pets and household chores",1.838361562,3,TRUE,2.8224563689442603,0,FALSE,0.9840948069442604
8011,10612,10612,791,3,Hand over hand helping,"By hand over hand helping, it is common to rehash a rehearsed scenario.",2.035205001,2,FALSE,2.8224563689442603,0,FALSE,0.7872513679442603
8013,10614,10614,791,3,Hand over hand helping,Hand Over Hand Helping Strategy,1.293436322,3,TRUE,2.8224563689442603,0,FALSE,1.5290200469442603
8015,10616,10616,791,3,Hand over hand helping,"Hand over hand, helping is a very basic care routine to help a parent with their baby.",1.604221527,3,TRUE,2.8224563689442603,0,FALSE,1.2182348419442603
8018,10619,10619,791,3,Hand over hand helping,Hands over hands helping each other to get things done is just one example of activity competency.,2.01000678,2,FALSE,2.8224563689442603,0,FALSE,0.8124495889442604
8019,10620,10620,791,3,Hand over hand helping,Using your hands to help:,1.88360987,2,FALSE,2.8224563689442603,0,FALSE,0.9388464989442604
8194,10899,10899,932,3,emotional regulation,"Emotional regulation is the ability to handle stress, anger, fear and anxiety.",2.024118367,2,FALSE,2.8224563689442603,0,FALSE,0.7983380019442605
8199,10904,10904,932,3,emotional regulation,Strategy for a group activity: emotional regulation,1.783795745,3,TRUE,2.8224563689442603,0,FALSE,1.0386606239442604
8218,10923,10923,932,3,body regulation,activity - body regulation,1.75154903,3,TRUE,2.8224563689442603,0,FALSE,1.0709073389442605
8219,10924,10924,932,3,body regulation,Body - Regulation is a key Competence Strategy that will help you become more efficient and competitive in your physical activity.,1.987828338,2,FALSE,2.8224563689442603,0,FALSE,0.8346280309442604
8220,10925,10925,932,3,body regulation,A body-regulation strategy is critical to help us feel good physically.,2.080107213,3,TRUE,2.8224563689442603,0,FALSE,0.7423491559442605
8221,10926,10926,932,3,body regulation,Activity competency strategy: body regulation,1.665789603,3,TRUE,2.8224563689442603,0,FALSE,1.1566667659442604
8224,10929,10929,932,3,body regulation,Activities in the community may be used to develop the skills you need to regulate your body.,2.016514201,3,TRUE,2.8224563689442603,0,FALSE,0.8059421679442602
8227,10932,10932,932,3,body regulation,The following strategies are available to facilitate body regulation:,1.89622765,2,FALSE,2.8224563689442603,0,FALSE,0.9262287189442604
8740,11679,11679,01-031,3,Practice activities at home with child to increase confidence/participation,Strategy: Practice activities at home with child to increase confidence and participation,1.778013662,0,FALSE,2.8224563689442603,0,FALSE,1.0444427069442603
8745,11684,11684,01-031,3,Practice activities at home with child to increase confidence/participation,Practice activities at home with child to increase confidence and participation,1.908953368,0,FALSE,2.8224563689442603,0,FALSE,0.9135030009442604
8747,11686,11686,01-031,3,Practice activities at home with child to increase confidence/participation,Practice activities at home with children to increase confidence and participation,2.019579458,0,FALSE,2.8224563689442603,0,FALSE,0.8028769109442604
8748,11687,11687,01-031,3,Practice activities at home with child to increase confidence/participation,Practice activities at home with children to increase confidence/participation,1.77166129,3,TRUE,2.8224563689442603,0,FALSE,1.0507950789442604
8750,11689,11689,01-031,3,Practice activities at home with child to increase confidence/participation,Practice activities at home with child to increase confidence / participation in child:,1.50963262,3,TRUE,2.8224563689442603,0,FALSE,1.3128237489442602
9248,12187,12187,879,3,Hand over hand,hand over hand,1.330950814,3,TRUE,2.8224563689442603,0,FALSE,1.4915055549442604
9249,12188,12188,879,3,Hand over hand,Hand over hand is another activity that promotes athletic competence.,1.788972913,3,TRUE,2.8224563689442603,0,FALSE,1.0334834559442605
9295,12234,12234,879,3,hand over hand when needed,"Hand over hand when needed to keep the ball moving, in a controlled environment.",1.999987789,3,TRUE,2.8224563689442603,0,FALSE,0.8224685799442604
9302,12241,12241,879,3,hand over hand when needed,"To help kids with chores, hand over hand when needed",1.821645769,0,FALSE,2.8224563689442603,0,FALSE,1.0008105999442602
10013,13367,13367,543,3,Repetition,ACTIVITY (skill) Competence strategy - Repetition,1.778299311,3,TRUE,2.8224563689442603,0,FALSE,1.0441570579442605
10014,13368,13368,543,3,Repetition,"Repetition of the activity can increase oneÃ¢â‚¬â„¢s activity competency and performance, as will repetition of the activity in itself.",1.96552425,3,TRUE,2.8224563689442603,0,FALSE,0.8569321189442602
10015,13369,13369,543,3,Repetition,The repetition of a basic care routine can help the person develop skills in that area.,1.851378503,3,TRUE,2.8224563689442603,0,FALSE,0.9710778659442604
10018,13372,13372,543,3,Repetition,"Repetition can provide a strong foundation for competency, especially in basic care routines.",1.999986585,4,FALSE,2.8224563689442603,0,FALSE,0.8224697839442603
10019,13373,13373,543,3,Repetition,Repetition can help with this task.,1.907276566,2,FALSE,2.8224563689442603,0,FALSE,0.9151798029442604
10020,13374,13374,543,3,Repetition,This strategy is related to basic care routine in home setting: repetition,1.841607577,3,TRUE,2.8224563689442603,0,FALSE,0.9808487919442604
10072,13426,13426,543,3,Repeating the activity ,Repetition of Task Competence,1.833749555,2,FALSE,2.8224563689442603,0,FALSE,0.9887068139442604
10077,13431,13431,543,3,Repeating the activity ,Repetition can be a way to feel competency that you can complete an activity at least once.,2.034543141,2,FALSE,2.8224563689442603,0,FALSE,0.7879132279442604
10079,13433,13433,543,3,Repeating the activity ,Playing the same activity over and over can help develop the activity-competence in the recreational setting.,2.000741694,2,FALSE,2.8224563689442603,0,FALSE,0.8217146749442605
10089,13443,13443,543,3,Having family members assist,A Community Competence strategy: Having family members assist,1.798047662,3,TRUE,2.8224563689442603,0,FALSE,1.0244087069442602
10092,13446,13446,543,3,Having family members assist,An Activity Competency strategy in context of community is to have family members assist you.,1.965658258,3,TRUE,2.8224563689442603,0,FALSE,0.8567981109442604
10181,13535,13535,543,3,Using repetition... the same task over and over again,"Using repetition.... the same task over and over again, will improve your performance.",1.927398608,2,FALSE,2.8224563689442603,0,FALSE,0.8950577609442603
10182,13536,13536,543,3,Using repetition... the same task over and over again,Using repetition: This may be one of the most powerful strategies for increasing your ability to become more skillful.,2.046932159,3,TRUE,2.8224563689442603,0,FALSE,0.7755242099442605
10183,13537,13537,543,3,Using repetition... the same task over and over again,Using repetition -... the same task over and over again.,1.817738417,3,TRUE,2.8224563689442603,0,FALSE,1.0047179519442604
10184,13538,13538,543,3,Using repetition... the same task over and over again,Use repetition......by performing the same task over and over again,1.945772791,2,FALSE,2.8224563689442603,0,FALSE,0.8766835779442603
10185,13539,13539,543,3,Using repetition... the same task over and over again,"Using repetition, you will master a simple car-care routine.",1.999358819,4,FALSE,2.8224563689442603,0,FALSE,0.8230975499442603
10186,13540,13540,543,3,Using repetition... the same task over and over again,"To become competent, using repetition... the same task over and over again is a common way of doing it. The same task can also be used to get new knowledge from the previous action.",2.057841607,2,FALSE,2.8224563689442603,0,FALSE,0.7646147619442605
10189,13543,13543,543,3,Using repetition... the same task over and over again,using repetition to reinforce a task,2.045206068,2,FALSE,2.8224563689442603,0,FALSE,0.7772503009442602
10190,13544,13544,543,3,Using repetition... the same task over and over again,Trying to improve your activity competency over time is all very well. But it is best to use the same strategies day after day and month after month.,1.9837817,3,TRUE,2.8224563689442603,0,FALSE,0.8386746689442603
10192,13546,13546,543,3,Using repetition... the same task over and over again,Using repetition to gain basic care routine skills: the same task over and over again,1.66574936,3,TRUE,2.8224563689442603,0,FALSE,1.1567070089442604
10438,13798,13798,431,3,Teach him different games to play as a family and with his brother,Teach him different games to play with his brother in his family,2.034636768,0,FALSE,2.8224563689442603,0,FALSE,0.7878196009442604
10443,13803,13803,431,3,Teach him different games to play as a family and with his brother,"Teach him different games to play with his brother, and teach him different actions to say while playing / acting them out together",1.978911755,3,TRUE,2.8224563689442603,0,FALSE,0.8435446139442604
10459,13819,13819,431,3,Teach them how to do the daily tasks that needs to happen. ,Teach them basic care skills. Teach them how to do the daily tasks that needs to happen.,2.078810091,0,FALSE,2.8224563689442603,0,FALSE,0.7436462779442605
